order(183,183)=012
order(68075,56870)=40132
order(85423,84532)=02143
order(16925,65921)=14230
order(82460,64802)=32041
order(921,921)=012
order(96187,18679)=23140
order(56340,36054)=21403
order(58047,04587)=23014
order(34625,42635)=13204
order(27061,67021)=31204
order(7503,0753)=2013
order(78352,23875)=42103
order(79302,29307)=41230
order(78204,04782)=34012
order(67193,16937)=20341
order(24308,30824)=23401
order(19682,26819)=42301
order(9610,1096)=2301
order(60397,36097)=20134
order(95643,43695)=34201
order(72153,71253)=02134
order(90375,95307)=04213
order(34601,14603)=41230
order(56128,58621)=04132
order(36745,64735)=13204
order(94203,93024)=04321
order(592,925)=120
order(21943,29431)=02341
order(865,856)=021
order(35081,03581)=20134
order(86091,01689)=24103
order(21704,72401)=20431
order(19742,42917)=34102
order(54812,21584)=43021
order(45061,61540)=34102
order(83512,23851)=41023
order(53186,38651)=13402
order(52741,12475)=41320
order(43152,23451)=41032
order(90568,59086)=20143
order(14360,03461)=42130
order(75143,43175)=34201
order(98623,38296)=41302
order(9307,0973)=2031
order(85124,24851)=34012
order(9045,4059)=2130
order(64785,84576)=31420
order(81945,81459)=01342
order(40876,78604)=32410
order(57168,15768)=20134
order(43891,34918)=10342
order(62781,76182)=20431
order(87651,76185)=12403
order(56018,61508)=13024
order(30621,63120)=20431
order(6381,1638)=3012
order(89674,78469)=30421
order(23175,37125)=13204
order(25306,03256)=32014
order(27419,19427)=34201
order(41658,51648)=31204
order(26487,46287)=21034
order(9260,0926)=3012
order(90285,58902)=43012
order(72608,78026)=04312
order(64790,60479)=04123
order(50381,81035)=34120
order(81027,71820)=41032
order(12357,51732)=30421
order(86710,86701)=01243
order(31524,52413)=23410
order(64057,74065)=41203
order(85614,48615)=40231
order(3475,7534)=2301
order(59783,98573)=13024
order(6409,6940)=0312
order(3170,1703)=1230
order(8251,2518)=1230
order(87249,82947)=02431
order(34062,60234)=32401
order(80524,05428)=12430
order(90618,81690)=43201
order(94183,89413)=30124
order(2431,3142)=2310
order(62193,31962)=42301
order(23980,82930)=30214
order(60954,06594)=10324
order(94753,45973)=13024
order(58239,83592)=13042
order(63594,95463)=32401
order(64851,64815)=01243
order(31847,31748)=01432
order(5672,5762)=0213
order(16095,05169)=24013
order(65890,85690)=21034
order(421,214)=120
order(39085,93085)=10234
order(35712,71532)=23104
order(47591,54917)=20341
order(93860,08693)=42301
order(3801,0318)=2031
order(2836,8326)=1203
order(51403,14530)=12043
order(24837,78432)=42130
order(3280,3280)=0123
order(68950,08569)=41302
order(32471,47321)=23014
order(25368,53826)=12403
order(51206,15602)=10432
order(69532,96235)=10432
order(9286,9628)=0312
order(1920,1092)=0312
order(60813,86103)=20314
order(41390,94130)=30124
order(79462,26497)=43210
order(36257,76253)=41230
order(43529,25394)=32140
order(96857,97568)=04312
order(15896,65891)=41230
order(35814,54318)=14032
order(38590,35809)=02143
order(4312,1432)=2013
order(12354,52341)=31240
order(84159,85194)=03241
order(25780,72850)=20314
order(26704,76024)=21304
order(92738,38729)=34210
order(65749,56974)=10423
order(52091,50921)=02314
order(73526,35672)=12403
order(15946,61459)=40312
order(62490,49206)=23140
order(38751,17853)=42130
order(62597,57962)=24301
order(8140,1048)=1320
order(34197,74319)=41023
order(27619,96172)=42310
order(62415,51246)=43120
order(76024,67402)=10423
order(65170,16057)=20413
order(32460,32406)=01243
order(64078,70648)=32014
order(65837,76385)=40321
order(80163,38601)=40312
order(51438,81354)=41302
order(31794,94137)=34102
order(62973,73629)=34012
order(86740,60784)=14203
order(85731,31587)=34102
order(36589,93568)=40213
order(256,265)=021
order(49678,97648)=13204
order(2579,7952)=2310
order(14653,41356)=10432
order(46390,39604)=23140
order(39710,17309)=32041
order(48362,34268)=20431
order(51847,51478)=01342
order(1038,8031)=3120
order(60132,30261)=31402
order(27156,67512)=41320
order(75401,47501)=20134
order(25376,23765)=02341
order(41623,41236)=01342
order(9203,9302)=0321
order(62354,42356)=41230
order(73496,67934)=40312
order(10342,20143)=41032
order(28410,48021)=21403
order(70684,67840)=20341
order(725,752)=021
order(42798,47289)=02143
order(35261,15632)=41302
order(64139,31946)=32410
order(3164,3146)=0132
order(92513,51932)=23041
order(16530,50163)=24013
order(89724,79284)=21304
order(30856,83065)=20143
order(48169,16849)=23104
order(21580,01258)=41023
order(92103,39102)=40231
order(51360,56310)=03214
order(53109,59013)=04321
order(24153,21435)=02143
order(61857,18765)=12403
order(38475,87435)=13204
order(10573,51370)=20431
order(57632,76523)=12043
order(54893,45398)=10432
order(73169,93176)=41203
order(59710,50971)=04123
order(82045,58420)=40312
order(64981,61489)=04132
order(64820,40286)=14320
order(45230,05234)=41230
order(38740,34870)=03124
order(90817,89071)=20143
order(92640,40692)=34201
order(89615,89651)=01243
order(5921,5192)=0312
order(5891,9851)=2103
order(5927,2957)=2103
order(3058,3850)=0321
order(6543,6345)=0321
order(94625,54269)=41320
order(67059,95076)=43210
order(17062,12067)=04231
order(49078,74980)=30142
order(7254,2457)=1320
order(18432,48213)=21403
order(69071,16907)=40123
order(87156,57861)=31042
order(8326,3862)=1032
order(5792,5297)=0321
order(43786,76834)=24310
order(73054,40537)=42310
order(96381,16398)=41203
order(79853,85937)=23140
order(73829,28379)=32104
order(61345,36145)=20134
order(59124,91542)=12043
order(35021,50213)=12340
order(72081,81072)=34201
order(62931,36219)=30142
order(79260,70926)=04123
order(47938,97843)=21403
order(36982,26893)=41320
order(68419,48196)=21340
order(94267,26974)=23041
order(8492,2849)=3012
order(15324,24153)=34012
order(57139,15397)=20341
order(43705,53407)=41032
order(84321,18342)=40213
order(3487,8347)=2013
order(19832,28319)=42301
order(53249,52493)=02341
order(43761,74631)=20314
order(3819,9381)=3012
order(63725,72653)=23041
order(68724,82674)=13024
order(21643,14236)=13042
order(54306,60534)=43021
order(43916,61493)=43021
order(59306,09356)=31204
order(75849,54897)=13240
order(80647,04786)=13402
order(98427,89472)=10243
order(19306,61903)=40132
order(45290,90542)=34102
order(29630,60239)=24031
order(89412,98124)=10342
order(51093,91035)=31240
order(35276,37265)=03241
order(4712,7241)=1302
order(70258,57028)=30124
order(2084,8024)=2103
order(25631,12635)=40231
order(45827,25478)=31042
order(8935,8593)=0312
order(87596,78695)=10432
order(91685,58961)=43021
order(3091,1093)=3120
order(6892,9268)=2301
order(81359,98513)=40312
order(51963,15396)=10423
order(28345,82453)=10342
order(81260,18206)=10243
order(9564,4965)=3021
order(9813,8139)=1230
order(52418,41852)=23401
order(47603,03647)=34201
order(78561,78156)=01423
order(72869,68729)=32014
order(79420,72490)=03214
order(91640,14960)=13024
order(51079,79510)=34012
order(27609,97260)=41023
order(4058,0845)=1302
order(72413,47132)=20341
order(30817,38170)=02341
order(12960,02196)=41023
order(26084,04682)=24130
order(14690,41690)=10234
order(91586,59168)=20143
order(54789,74985)=21430
order(45691,56914)=12340
order(14768,41768)=10234
order(70845,47805)=30214
order(12638,13268)=03124
order(6780,7680)=1023
order(31468,84136)=42103
order(92036,60239)=42130
order(94762,69742)=30214
order(98031,08139)=21430
order(70329,73290)=02341
order(85172,75821)=31042
order(40762,20476)=41023
order(91837,73891)=43201
order(7402,4027)=1230
order(50798,57089)=02143
order(86542,58624)=20143
order(86015,18056)=30241
order(52014,21045)=13240
order(5791,7519)=1032
order(70842,02487)=14320
order(3021,2031)=2103
order(83562,23586)=41203
order(31075,71053)=31240
order(65027,70652)=42013
order(41379,14397)=10243
order(58472,74285)=32410
order(72415,54172)=42301
order(90214,20194)=21304
order(58902,80295)=13420
order(98064,48906)=41023
order(20685,80625)=31204
order(37896,67389)=41023
order(27415,12754)=30142
order(68793,68937)=01342
order(64530,63450)=03124
order(42913,94132)=20341
order(23968,36982)=13240
order(32916,61392)=43021
order(41392,13492)=12034
order(20495,94025)=32104
order(42071,24710)=10342
order(35680,50386)=14032
order(82430,32840)=31024
order(68219,28916)=21430
order(29068,80296)=42013
order(20413,24013)=02134
order(76395,59376)=43201
order(39702,79302)=21034
order(56210,52160)=02314
order(15970,97150)=23014
order(94182,98124)=03241
order(35218,21853)=23410
order(79605,79560)=01423
order(95102,05129)=31240
order(4301,0341)=2103
order(97854,75984)=13024
order(26059,56029)=31204
order(54169,41569)=12034
order(45801,18405)=42031
order(8137,1873)=1032
order(24709,29704)=04231
order(81379,79138)=34120
order(13742,71234)=20413
order(7869,6978)=2301
order(21860,10862)=14230
order(79053,93705)=14023
order(82314,31482)=23401
order(84062,28604)=40321
order(96712,71269)=23410
order(95683,39586)=40132
order(37806,08376)=32014
order(56708,80765)=43210
order(40917,10497)=31024
order(18076,76810)=34102
order(26435,23546)=03421
order(79031,79013)=01243
order(13267,23176)=21043
order(39758,79583)=21340
order(56182,21685)=42130
order(42130,13042)=23401
order(51786,71568)=21043
order(75493,57934)=10342
order(94531,13945)=43012
order(46739,96437)=41032
order(1346,1346)=0123
order(50832,32580)=34021
order(48076,84670)=10432
order(39456,45693)=23410
order(56743,47365)=32410
order(98432,98234)=01432
order(35926,32695)=03421
order(29164,94162)=14230
order(4627,4762)=0312
order(59684,49586)=41032
order(52401,12054)=41302
order(81026,20618)=32410
order(29507,27905)=04132
order(80963,98063)=20134
order(50439,40395)=21340
order(5029,0592)=1032
order(57239,25739)=20134
order(89571,17859)=43021
order(25401,25140)=01423
order(7391,1973)=3201
order(85267,87526)=04123
order(40867,60874)=31240
order(7639,9736)=3021
order(35140,34105)=03241
order(98573,97385)=03412
order(76450,67504)=10342
order(1465,6415)=2103
order(91746,14697)=13402
order(32681,18632)=43201
order(28407,28047)=01324
order(4051,5014)=2130
order(37945,37945)=01234
order(25913,95132)=21340
order(57032,37250)=31402
order(45106,51046)=12304
order(29560,69025)=31402
order(85472,82457)=04213
order(40261,60241)=31204
order(45791,75194)=21430
order(26974,67942)=13240
order(23694,93462)=31420
order(64012,24016)=41230
order(61092,06921)=20341
order(21305,25031)=04321
order(70896,60798)=41032
order(63851,63815)=01243
order(82756,68572)=40321
order(25180,02185)=40231
order(43860,48036)=02413
order(29075,72905)=30124
order(20194,04921)=14302
order(97120,02917)=43021
order(1978,1879)=0321
order(89053,50893)=32014
order(6184,6148)=0132
order(50297,02579)=12043
order(75614,56417)=12430
order(84573,53874)=24031
order(58026,08265)=21340
order(29563,96253)=13024
order(81527,52718)=23410
order(43258,24538)=20314
order(94517,79541)=40213
order(85241,41528)=34120
order(72960,20796)=14023
order(75602,75260)=01423
order(61075,57601)=43021
order(8974,8794)=0213
order(73916,17963)=30241
order(29704,09724)=31204
order(29613,63291)=24013
order(1504,4150)=3012
order(72346,46372)=34201
order(38206,36208)=04231
order(74160,14670)=21304
order(1395,3915)=1203
order(32609,36029)=02314
order(51496,61594)=41032
order(6195,6195)=0123
order(3761,1736)=3102
order(45096,90456)=32014
order(69043,43609)=34021
order(54,54)=01
order(40356,35064)=23140
order(3502,0235)=2301
order(43028,24803)=30421
order(5849,8954)=1302
order(39856,36598)=04312
order(75436,34675)=32401
order(63175,63517)=01423
order(84796,46978)=14320
order(70689,06978)=12403
order(72136,16327)=24310
order(78901,07189)=30412
order(21460,64012)=32410
order(96348,83694)=42103
order(19826,61892)=40213
order(39864,69843)=31240
order(24950,05942)=43210
order(46017,14076)=30241
order(19658,91865)=10423
order(64951,56491)=30124
order(94362,93624)=02341
order(31428,42831)=23401
order(2198,8912)=3210
order(6847,4786)=2310
order(15408,85104)=41032
order(43816,68431)=42013
order(53761,71536)=24013
order(36845,84356)=23041
order(48296,69284)=43210
order(20653,53206)=34012
order(84536,46583)=14203
order(37406,67403)=41230
order(20738,73082)=23140
order(14680,14068)=01423
order(25371,73251)=32014
order(94856,64859)=41230
order(62380,20386)=14230
order(93052,39520)=10342
order(27096,69072)=43210
order(90128,82190)=43201
order(10536,61035)=40132
order(6475,6574)=0321
order(45672,76542)=32104
order(3864,8346)=1032
order(71609,16790)=12043
order(8613,1683)=2103
order(64250,65204)=03241
order(46917,91476)=23041
order(40598,09854)=13420
order(23056,56032)=34210
order(96783,86937)=31042
order(3201,2013)=1230
order(73568,57638)=20314
order(39618,91386)=13042
order(2546,4625)=2301
order(54671,75146)=30412
order(64218,24168)=21304
order(51437,45731)=20431
order(26983,29638)=02143
order(10569,59016)=24103
order(72906,92067)=21340
order(56302,36025)=21340
order(50876,68750)=42301
order(7902,0729)=2031
order(53982,32598)=14023
order(86795,97865)=32014
order(53721,12537)=43012
order(84679,49768)=14320
order(93780,89307)=30142
order(37256,76352)=14032
order(94802,28940)=42013
order(681,618)=021
order(71309,93071)=42301
order(29576,25697)=02413
order(25016,10652)=32410
order(78529,95728)=42031
order(69704,46097)=40312
order(20935,90352)=21340
order(63924,62934)=03214
order(9758,8795)=3102
order(4095,4950)=0231
order(71603,03716)=34012
order(6724,7246)=1230
order(87036,70368)=12340
order(29537,32795)=30412
order(36571,63517)=10243
order(94052,09254)=20431
order(29106,29160)=01243
order(2417,7412)=3120
order(16437,67431)=14230
order(43570,75340)=32104
order(26478,74628)=32104
order(71620,21706)=31042
order(92160,21609)=12340
order(4120,0124)=3120
order(62184,84621)=34012
order(60754,57064)=32104
order(51289,91258)=41203
order(90863,68903)=32014
order(15720,12075)=03421
order(82451,14825)=42013
order(84390,90348)=34210
order(758,875)=201
order(98167,71968)=42031
order(7149,4197)=2130
order(48013,03418)=24031
order(59203,03259)=34201
order(54962,62549)=34012
order(90276,69027)=40123
order(76915,67159)=10342
order(1983,3198)=3012
order(14395,19345)=03214
order(17840,40781)=34120
order(32106,30126)=03214
order(9740,9047)=0321
order(84650,64850)=21034
order(10349,09431)=14320
order(26804,82064)=20314
order(2981,2819)=0231
order(85043,08543)=20134
order(65413,13546)=34120
order(59628,95628)=10234
order(59068,56980)=03142
order(73895,79583)=03421
order(1698,1896)=0321
order(56109,95061)=40312
order(52870,58027)=02413
order(75034,50473)=12403
order(78431,43781)=23014
order(57302,27530)=41023
order(93546,63594)=41203
order(21073,20731)=02341
order(82140,82401)=01342
order(65174,57641)=13042
order(30697,70396)=41032
order(51609,51960)=01423
order(72156,56721)=34012
order(26985,59628)=42103
order(6815,1685)=2013
order(8271,2187)=1302
order(28415,52184)=40312
order(46951,49651)=02134
order(24350,32540)=20314
order(89012,89012)=01234
order(12468,18246)=04123
order(16594,69415)=13402
order(27065,52076)=40213
order(27630,62073)=20413
order(64953,46359)=10432
order(72541,27154)=10423
order(7546,6457)=3210
order(50163,15360)=20431
order(45736,35467)=31042
order(60834,64830)=04231
order(12986,69218)=42103
order(49850,59048)=31402
order(39871,98317)=12043
order(539,395)=120
order(87439,43879)=23014
order(49382,84392)=30214
order(32061,03216)=20143
order(81624,24681)=34201
order(70915,57901)=40213
order(1245,5241)=3120
order(73489,89473)=34201
order(75209,52079)=12304
order(60745,64750)=03241
order(63180,61830)=02314
order(61293,26913)=20314
order(59431,59341)=01324
order(17402,02741)=34120
order(8157,7815)=3012
order(86451,41865)=24013
order(37129,93172)=40213
order(23014,20134)=02314
order(7468,7864)=0321
order(91735,31597)=31402
order(39541,19534)=41203
order(91574,51974)=21034
order(97283,82937)=32041
order(91470,79401)=30241
order(3978,9378)=1023
order(91524,42915)=43012
order(45869,84956)=20413
order(59073,50937)=02143
order(84723,28743)=30214
order(76230,62307)=12340
order(32695,36259)=02143
order(2681,8216)=2031
order(7384,7834)=0213
order(30482,28430)=43201
order(20714,07142)=12340
order(2059,0259)=1023
order(47912,97421)=21043
order(3718,3718)=0123
order(2574,7452)=2310
order(21573,32715)=40312
order(37926,29763)=32140
order(60798,98076)=34120
order(601,601)=012
order(56740,74650)=23104
order(70832,28037)=42130
order(1650,5601)=2130
order(47165,64517)=30421
order(78912,18279)=31402
order(6820,8206)=1230
order(76042,60247)=12430
order(43859,34958)=10432
order(6813,1863)=2103
order(67549,56974)=20413
order(31867,61738)=31402
order(94207,24907)=21034
order(90461,19406)=40213
order(78593,93578)=34201
order(92430,90234)=04132
order(8215,1528)=2310
order(64193,34619)=41023
order(73428,82473)=43201
order(64238,83246)=43210
order(80159,98105)=40213
order(63927,27693)=34021
order(12046,02641)=21430
order(24173,23714)=04321
order(28946,92486)=20314
order(72146,71246)=02134
order(60192,96120)=30241
order(9804,9048)=0231
order(60825,50826)=41230
order(43975,43975)=01234
order(432,243)=201
order(27968,68729)=34102
order(67925,76259)=10342
order(35748,57843)=12430
order(275,257)=021
order(21589,25918)=02413
order(7693,6973)=1203
order(92034,24093)=14203
order(46709,49067)=04312
order(82193,83921)=04312
order(3045,5430)=3201
order(27138,72813)=10423
order(13580,03185)=41032
order(106,106)=012
order(85732,72358)=24310
order(15093,05319)=21403
order(13504,10534)=03214
order(64582,28546)=43210
order(90241,40921)=31024
order(85067,86057)=03214
order(4258,5428)=2013
order(5273,2537)=1032
order(36274,46273)=41230
order(46012,62104)=14320
order(92173,72319)=31420
order(27603,20673)=03214
order(84531,81345)=04312
order(26137,61237)=12034
order(57698,67985)=21340
order(5293,5329)=0312
order(59760,69057)=31402
order(8365,5386)=3102
order(1572,1275)=0321
order(15683,83651)=34210
order(69738,78693)=24013
order(9187,7819)=3210
order(63705,73056)=21340
order(4739,9743)=3102
order(1478,4817)=1302
order(34862,68234)=32401
order(25714,25147)=01342
order(9053,3590)=3201
order(82093,92803)=31024
order(86917,18967)=30214
order(61780,86017)=30412
order(23745,54732)=43210
order(40637,34076)=30142
order(93764,43697)=41302
order(52670,76052)=32401
order(97185,51798)=42103
order(18054,58104)=31024
order(81659,98561)=40321
order(31568,58631)=24301
order(6952,6925)=0132
order(84362,36248)=23410
order(27019,20791)=02143
order(4352,2534)=3210
order(29385,93258)=12043
order(54139,91453)=42103
order(18264,62148)=32041
order(82910,08912)=40231
order(32195,12359)=21043
order(61289,96821)=40321
order(60391,06319)=10243
order(39014,90314)=12034
order(60375,67053)=03142
order(40812,10284)=31420
order(68250,62580)=02314
order(74810,07814)=40231
order(29807,72809)=40231
order(57401,50147)=03421
order(13749,31479)=10324
order(31097,70193)=42130
order(43158,48531)=04312
order(41357,57314)=34210
order(28650,68025)=21403
order(8053,3850)=3021
order(64538,46835)=10432
order(63241,46123)=30421
order(6238,6832)=0321
order(25436,53246)=13024
order(97821,79821)=10234
order(46039,43609)=03124
order(5726,6527)=3021
order(69018,01698)=23014
order(13740,13470)=01324
order(6830,3860)=2103
order(35197,95317)=31024
order(63248,83264)=41203
order(67429,49762)=24103
order(41725,75124)=24130
order(38045,30485)=02314
order(78,78)=01
order(1967,7691)=3210
order(30146,43160)=30241
order(51379,51973)=01432
order(31596,13659)=10423
order(34089,94803)=41320
order(97315,97153)=01342
order(61804,84016)=24310
order(18946,91468)=20341
order(34958,95348)=23014
order(35861,15683)=41320
order(42691,14926)=40312
order(71639,69713)=24013
order(87014,81470)=03412
order(3157,5317)=2013
order(91762,19627)=10342
order(21076,62170)=40132
order(38476,63478)=40231
order(16473,41673)=20134
order(7934,3497)=2310
order(96537,96573)=01243
order(86105,08615)=30124
order(82051,02851)=21034
order(17430,03147)=43021
order(45631,64513)=20143
order(62758,65278)=03124
order(67425,45276)=24310
order(90832,98302)=02314
order(36170,07163)=43210
order(8352,5328)=2130
order(30261,60123)=31420
order(3625,5632)=3102
order(79812,29781)=41023
order(10235,03125)=13024
order(5023,3250)=3201
order(91706,90617)=03412
order(94075,07549)=23410
order(13857,73185)=41023
order(36289,36289)=01234
order(14296,41296)=10234
order(17846,84671)=23410
order(35246,25643)=21430
order(89653,58369)=30421
order(92836,89623)=20413
order(20391,20139)=01423
order(93741,94173)=03421
order(74982,29847)=42310
order(32497,47293)=24130
order(40816,16480)=34021
order(504,045)=120
order(59314,34591)=24013
order(35208,83250)=40213
order(76094,04976)=24301
order(41267,47216)=04213
order(47830,47038)=01432
order(29087,79208)=41023
order(70321,27103)=30412
order(4370,4370)=0123
order(47503,53740)=24103
order(75,75)=01
order(15320,05231)=41320
order(83246,38462)=10342
order(1492,2491)=3120
order(6352,6352)=0123
order(80135,51083)=42103
order(15028,51280)=10342
order(24891,48912)=12340
order(84501,40518)=13240
order(40167,60174)=31240
order(43052,45023)=03241
order(12439,43129)=23014
order(1607,1670)=0132
order(38257,82375)=12043
order(52986,68529)=43012
order(76582,62875)=14302
order(89271,91782)=14302
order(32710,02137)=41302
order(96370,79360)=30214
order(54396,95346)=30214
order(85410,80145)=04321
order(18739,17938)=02431
order(83046,36048)=14230
order(7489,9847)=3210
order(95601,05961)=31024
order(41259,12945)=12403
order(52103,53102)=04231
order(32590,95023)=32410
order(29457,79254)=41032
order(27693,79326)=13402
order(25498,42958)=20314
order(19570,59170)=21034
order(46981,14896)=40321
order(74895,57849)=40213
order(71903,73109)=04132
order(69041,41096)=34210
order(84739,84397)=01342
order(32510,51320)=23014
order(57630,75036)=10432
order(30475,03574)=10432
order(16894,14698)=04132
order(87459,58497)=30241
order(18973,39781)=42310
order(79503,70395)=03412
order(31950,01953)=41230
order(24537,37425)=34102
order(5931,5319)=0231
order(50497,90754)=31402
order(3987,7839)=3201
order(25086,08562)=23140
order(8205,5280)=3102
order(61357,37516)=24310
order(30917,13790)=30421
order(80549,49580)=34201
order(13970,79301)=32140
order(7064,6047)=2130
order(42970,92470)=21034
order(29864,96824)=13204
order(28169,29681)=04312
order(96470,79064)=30412
order(84359,54938)=31420
order(39150,19053)=21430
order(71283,27138)=20143
order(5724,7245)=1230
order(21879,79128)=34102
order(46805,54680)=40123
order(73126,23617)=31420
order(85071,80715)=02341
order(19738,98371)=14320
order(7580,8507)=2130
order(29380,09238)=41023
order(30126,13620)=20431
order(32576,63527)=40213
order(63295,39265)=13204
order(50834,58403)=02413
order(47921,21947)=34201
order(64219,29461)=24103
order(45167,71546)=42103
order(38540,43850)=30124
order(3641,4613)=2130
order(73189,98731)=43012
order(59167,16975)=23140
order(64539,35964)=32401
order(42895,98245)=32104
order(7502,7205)=0321
order(95421,94152)=02413
order(79250,57209)=30241
order(97583,35798)=42103
order(67024,62047)=03241
order(69345,46395)=30214
order(36519,93165)=40312
order(74230,24037)=21430
order(31048,81340)=41032
order(2185,1852)=1230
order(46725,76254)=21340
order(79506,07695)=30412
order(9350,9035)=0312
order(36089,63098)=10243
order(7860,7680)=0213
order(3078,0837)=1302
order(56092,29506)=43021
order(10753,07531)=12340
order(1804,1480)=0312
order(5803,8035)=1230
order(13946,41963)=30241
order(60238,30826)=31420
order(35918,91358)=23014
order(1479,4719)=1203
order(57092,09527)=23041
order(1374,4371)=3120
order(16742,24167)=43012
order(82610,01826)=43012
order(78043,30874)=42103
order(75108,87105)=40231
order(81267,81672)=01342
order(40625,56420)=42031
order(82906,08692)=30421
order(83265,82635)=02314
order(40259,05294)=13240
order(2486,4862)=1230
order(3097,3907)=0213
order(15263,31562)=40132
order(17845,51748)=40132
order(97286,82967)=32041
order(25369,25963)=01432
order(50624,64205)=24310
order(17853,58713)=32104
order(75910,19507)=32140
order(23095,05329)=24103
order(40276,76420)=34021
order(10327,30217)=21304
order(87165,15768)=24130
order(46205,64502)=10432
