order(86072,60728)=12340
order(4876,6487)=3012
order(47521,41527)=04231
order(3548,4358)=2013
order(54608,40568)=13024
order(54827,74285)=41320
order(45732,27354)=42310
order(15968,61958)=30214
order(82147,74281)=43102
order(68594,86594)=10234
order(47261,61724)=34120
order(65473,76453)=30214
order(90475,79054)=30142
order(83056,65380)=43102
order(1086,0816)=1203
order(62189,69182)=04231
order(49350,03954)=42130
order(96825,62859)=13240
order(7961,9761)=1023
order(20975,27509)=03412
order(63415,36415)=10234
order(17342,12734)=04123
order(78201,27081)=20314
order(84902,08249)=30412
order(45928,49852)=02413
order(9734,9437)=0321
order(3760,6370)=2013
order(37085,37850)=01342
order(49531,49351)=01324
order(21390,30921)=24301
order(65849,58946)=12430
order(47163,36471)=43012
order(598,589)=021
order(6940,0964)=3102
order(90328,98203)=04312
order(92840,40928)=34012
order(24089,92408)=40123
order(85720,25078)=31420
order(3497,7934)=3201
order(43529,25394)=32140
order(54862,24685)=41320
order(94628,69824)=20431
order(12854,45821)=43210
order(41390,94130)=30124
order(81654,16845)=12043
order(12439,43129)=23014
order(38572,52873)=24130
order(20543,02354)=10423
order(85942,82954)=04213
order(83295,82395)=02134
order(82347,47283)=34102
order(7891,9817)=2130
order(6803,6380)=0312
order(86917,18967)=30214
order(45809,85094)=21340
order(83624,23864)=31024
order(14072,40127)=12043
order(58234,84325)=14320
order(63057,36075)=10243
order(42513,32541)=41203
order(84059,08459)=20134
order(40725,05247)=14302
order(81062,82601)=04321
order(97460,97640)=01324
order(50721,57102)=02413
order(8149,1498)=1230
order(48206,42860)=02143
order(93614,64319)=24130
order(69517,65917)=02134
order(96407,79640)=40123
order(21093,12093)=10234
order(59824,28549)=32041
order(89064,86409)=03421
order(13270,70312)=34102
order(49216,94612)=10432
order(97382,23879)=42310
order(28609,92608)=40231
order(85302,35082)=21304
order(79462,26497)=43210
order(50168,15068)=20134
order(57239,25739)=20134
order(14752,41752)=10234
order(39652,63952)=20134
order(82016,62810)=41032
order(8734,3478)=2310
order(86574,78564)=30214
order(21647,21674)=01243
order(37905,30957)=03241
order(31628,63128)=20134
order(89102,12089)=24301
order(6249,2469)=1203
order(56984,94856)=24301
order(70943,79043)=02134
order(67421,72641)=13024
order(62594,64529)=04213
order(87190,81970)=02314
order(912,921)=021
order(27851,27185)=01423
order(34206,03246)=30214
order(63792,79263)=23401
order(2703,2730)=0132
order(14789,14978)=01423
order(13749,31479)=10324
order(15824,42815)=43201
order(790,790)=012
order(83529,92358)=43120
order(76452,56274)=31402
order(75309,07539)=30124
order(48952,58294)=31420
order(67850,08576)=42310
order(2574,7452)=2310
order(74916,96471)=24103
order(34251,13542)=40312
order(94027,92047)=03214
order(90381,38109)=23410
order(68175,57861)=43102
order(90453,35940)=43021
order(78194,47198)=40231
order(76983,78693)=03124
order(5624,4265)=3210
order(30895,09538)=13402
order(42589,25984)=12430
order(53418,58314)=04132
order(48571,41578)=04231
order(35672,25637)=41203
order(59016,60195)=42310
order(10378,71038)=30124
order(37926,29763)=32140
order(40712,42107)=04312
order(71046,40761)=32041
order(85714,18475)=30421
order(62875,85627)=24013
order(23647,27643)=04231
order(53841,83514)=21043
order(41308,03481)=32041
order(92173,72319)=31420
order(91605,10965)=13024
order(62751,52716)=31240
order(74931,49713)=12043
order(91036,96031)=04231
order(37582,25378)=42013
order(3576,6375)=3021
order(8952,8952)=0123
order(53496,63945)=41320
order(92186,89261)=30142
order(80724,40287)=41302
order(21460,64012)=32410
order(40375,54073)=40132
order(67825,75682)=14023
order(1038,8031)=3120
order(81537,85173)=02143
order(79204,27904)=20134
order(71960,09617)=42310
order(20943,03492)=14320
order(497,974)=120
order(18239,81392)=10342
order(79216,69172)=41302
order(30148,40813)=31420
order(87243,74382)=13402
order(8204,8042)=0231
order(18705,51708)=40231
order(48935,58934)=41230
order(51693,63915)=24310
order(76843,37864)=40213
order(18352,13258)=02431
order(48375,74358)=30241
order(74013,17043)=30214
order(32678,86372)=42031
order(7853,7835)=0132
order(29807,72809)=40231
order(67024,62047)=03241
order(5082,0852)=1203
order(56742,57426)=02341
order(94235,39452)=30142
order(46853,83645)=24103
order(25341,32541)=20134
order(86253,23658)=24130
order(63905,05639)=34012
order(98645,86495)=12304
order(20853,05283)=13024
order(8972,7928)=2130
order(75901,51970)=14203
order(5018,1850)=2301
order(18074,18740)=01342
order(56927,76925)=41230
order(43820,38240)=12304
order(24956,64592)=41320
order(50264,46502)=43012
order(54719,41975)=13420
order(59347,53947)=02134
order(42705,04257)=30142
order(85091,09815)=23041
order(42309,02349)=31204
order(98740,84907)=13042
order(49268,98426)=14023
order(21037,23701)=03421
order(21943,29431)=02341
order(45781,78154)=23410
order(28153,15823)=23104
order(40751,51407)=34012
order(70942,74029)=03142
order(24501,54012)=21340
order(51847,51478)=01342
order(45067,64507)=30124
order(37520,75032)=12403
order(78421,21487)=34210
order(7463,6743)=2013
order(64932,36924)=30241
order(59167,16975)=23140
order(29130,93210)=13024
order(86245,65248)=14230
order(76198,18976)=24301
order(8301,8310)=0132
order(23801,81302)=24130
order(17398,17983)=01342
order(7953,9537)=1230
order(9286,9628)=0312
order(46178,18467)=24013
order(81349,34918)=23410
order(87124,42781)=43102
order(5718,8157)=3201
order(7384,7834)=0213
order(312,123)=120
order(23015,52130)=40312
order(8092,0928)=1230
order(61528,68521)=04231
order(34709,40397)=13042
order(58903,59308)=02431
order(39012,02319)=24031
order(56128,58621)=04132
order(34198,43198)=10234
order(53874,73548)=31042
order(90471,14907)=42013
order(73490,07493)=40231
order(17692,92671)=34210
order(84526,54268)=21340
order(13685,36518)=12403
order(62159,62519)=01324
order(24105,04152)=31240
order(14639,64319)=21304
order(53749,95374)=40123
order(67829,89276)=24310
order(71259,59271)=34201
order(25401,25140)=01423
order(69124,69412)=01423
order(2893,3982)=3210
order(82791,72891)=21034
order(8215,1528)=2310
order(25046,40526)=32104
order(2453,2453)=0123
order(16705,61750)=10243
order(60539,95360)=42301
order(52473,72435)=31240
order(69830,96308)=10342
order(45821,18254)=42310
order(39856,36598)=04312
order(53649,63945)=21430
order(12493,34192)=42031
order(83564,63458)=31420
order(7204,0472)=2301
order(92416,16429)=34210
order(6512,1265)=2301
order(31470,13740)=10324
order(74681,64718)=21043
order(761,716)=021
order(86032,08326)=20341
order(40687,78406)=43012
order(31769,79613)=24310
order(72013,37120)=40312
order(56340,36054)=21403
order(36827,87362)=24013
order(26479,96742)=41320
order(12954,54291)=34120
order(26954,52694)=30124
order(627,276)=120
order(53409,50943)=03421
order(68420,68240)=01324
order(14362,42613)=14302
order(6743,7634)=1032
order(45306,60354)=43210
order(61452,54126)=32140
order(41825,52814)=43210
order(85170,50178)=14230
order(87126,26817)=34021
order(23971,71293)=34021
order(53721,12537)=43012
order(82495,42589)=21403
order(57210,50721)=04123
order(69704,46097)=40312
order(3945,3495)=0213
order(37261,16732)=43102
order(57042,42705)=34120
order(6427,4267)=1203
order(4905,4590)=0312
order(54918,41598)=13024
order(5628,8625)=3120
order(9273,7932)=2031
order(9317,3197)=1203
order(10724,21470)=30421
order(90578,85097)=42103
order(72084,42870)=41302
order(59068,56980)=03142
order(2913,1392)=2310
order(8361,8316)=0132
order(71253,52371)=32401
order(6251,1256)=3120
order(65814,45168)=41302
order(71483,37148)=40123
order(6749,4679)=2013
order(84751,45178)=13420
order(41730,10347)=14302
order(73865,68573)=32401
order(9354,9435)=0312
order(86514,81645)=03142
order(97854,75984)=13024
order(20951,51209)=34012
order(78342,43872)=32104
order(43916,61493)=43021
order(52408,45082)=20341
order(18706,10768)=03241
order(80321,20831)=31024
order(7126,1627)=1320
order(81594,18495)=10432
order(714,174)=102
order(56814,14865)=34210
order(48395,45983)=04312
order(30257,23750)=20431
order(80765,60857)=31042
order(39104,01394)=32014
order(97203,97203)=01234
order(63942,43629)=31042
order(57693,75639)=10243
order(84136,84316)=01324
order(41362,24631)=40321
order(57426,65472)=40213
order(43567,43657)=01324
order(64873,67438)=03142
order(83716,78163)=20341
order(138,183)=021
order(18920,18029)=01432
order(57302,27530)=41023
order(94857,74589)=41320
order(92748,24789)=13240
order(93140,94103)=03241
order(52678,86527)=42013
order(63714,37146)=12340
order(42903,32049)=41302
order(13758,37581)=12340
order(24860,64028)=31402
order(69721,27619)=32041
order(73582,58273)=23401
order(61284,82164)=32104
order(36751,37561)=02314
order(40153,04135)=10243
order(4317,7413)=3021
order(8409,8904)=0321
order(51280,51802)=01342
order(21534,23451)=03421
order(21738,71328)=21304
order(36289,36289)=01234
order(16053,31506)=40321
order(3768,8736)=3102
order(39286,69328)=41023
order(90853,93508)=04312
order(50748,74508)=23014
order(43859,34958)=10432
order(54069,60549)=32014
order(53218,25813)=20431
order(12705,71052)=20341
order(85471,71854)=34012
order(82934,24839)=14032
order(8327,2738)=2310
order(24651,46521)=12304
order(47652,54627)=30241
order(56237,23657)=23104
order(84302,42830)=14023
order(52894,92458)=31402
order(15842,81524)=20143
order(5671,7156)=2301
order(8251,2518)=1230
order(80634,30648)=31240
order(8639,9863)=3012
order(96572,97652)=03124
order(23175,37125)=13204
order(25476,54627)=12403
order(7641,1467)=3210
order(5491,4591)=1023
order(43291,12439)=42013
order(86931,93681)=23104
order(58107,71058)=42301
order(38609,69380)=24013
order(78309,03897)=32140
order(82953,95832)=23041
order(1827,8271)=1230
order(86120,12680)=23104
order(8439,4893)=1032
order(26084,04682)=24130
order(86315,65138)=14320
order(35940,03945)=40231
order(71235,51372)=41302
order(24568,86254)=43021
order(24786,67248)=42013
order(95041,59014)=10243
order(59826,92865)=13240
order(70426,74260)=02341
order(71480,47108)=20143
order(10982,29180)=42031
order(3751,5713)=2130
order(84259,25948)=23410
order(46029,29046)=34201
order(47290,04729)=40123
order(5481,5184)=0321
order(85406,68450)=40213
order(82956,96852)=24031
order(71640,40671)=34201
order(34801,10384)=43021
order(8742,4287)=2301
order(46917,91476)=23041
order(8624,6428)=1320
order(25680,68205)=23041
order(27403,23047)=04321
order(18732,72831)=24130
order(1872,8172)=1023
order(54786,86547)=34012
order(17245,25741)=24130
order(31568,58631)=24301
order(4156,6514)=3210
order(42175,51472)=42031
order(71029,97210)=40312
order(15837,75813)=41203
order(13058,50138)=32014
order(18403,43081)=24310
order(39516,59613)=21430
order(95627,72659)=43210
order(91785,89175)=30124
order(94860,98460)=02134
order(5723,5723)=0123
order(91432,34219)=32410
order(74365,34567)=21430
order(43275,74523)=30421
order(178,718)=102
order(79812,29781)=41023
order(43150,14503)=20341
order(67293,27396)=21430
order(74865,56874)=43201
order(32497,47293)=24130
order(59620,29506)=31042
order(65729,62795)=03241
order(21043,41320)=31402
order(93741,94173)=03421
order(9630,0639)=3120
order(68395,65893)=04132
order(3254,3452)=0321
order(52189,89512)=34021
order(345,453)=120
order(78534,37548)=30241
order(9308,0893)=2301
order(24387,43278)=12043
order(13047,41037)=30214
order(6054,4065)=3102
order(38419,31948)=03421
order(54180,01845)=42310
order(51043,53401)=04321
order(23906,20369)=03142
order(26130,32601)=30142
order(25368,53826)=12403
order(59461,15946)=40123
order(91780,18097)=13402
order(80253,20385)=21403
order(47806,74086)=10324
order(72685,75862)=04321
order(85237,53872)=13042
order(81703,13807)=14032
order(24957,52479)=30142
order(28457,48275)=21043
order(48362,34268)=20431
order(10523,13205)=04312
order(6951,1956)=3120
order(46073,60743)=12304
order(62034,32604)=31024
order(14208,80214)=43201
order(28967,69872)=32140
order(27348,42837)=30421
order(26579,65927)=12403
order(90613,63109)=24310
order(34627,24637)=31204
order(68419,48196)=21340
order(78641,64178)=23401
order(95473,49537)=20143
order(50187,85017)=30124
order(62341,16234)=40123
order(14385,14385)=01234
order(27913,79132)=12340
order(27049,29407)=04321
order(24678,62748)=20314
order(17642,61472)=20314
order(78524,82457)=13420
order(7532,3752)=2013
order(12486,86421)=34210
order(80954,89045)=02143
order(72853,87523)=20314
order(37906,79630)=12403
order(58104,51804)=02134
order(18425,58124)=41032
order(27583,37528)=41203
order(81574,71854)=31024
order(24657,52647)=30214
order(2486,4862)=1230
order(31962,36192)=03124
order(9625,5269)=3210
order(15246,65124)=41023
order(9261,6129)=2310
order(31649,36941)=02431
order(85914,45819)=41032
order(71649,41697)=31240
order(24863,24638)=01342
order(29613,63291)=24013
order(4798,8497)=3021
order(4297,2749)=1302
order(63540,45360)=32104
order(1958,5189)=2031
order(75619,91657)=43210
order(90268,60289)=31240
order(72194,71942)=02341
order(9642,2946)=3021
order(82051,02851)=21034
order(61540,05146)=42130
order(81673,61783)=21304
order(421,214)=120
order(1698,1896)=0321
order(79314,49137)=41320
order(9563,5396)=1302
order(38504,30458)=03421
order(39574,79345)=31042
order(38594,89453)=13420
order(24130,31402)=32140
order(76583,53786)=24031
order(62415,51246)=43120
order(57219,95712)=40132
order(97162,72196)=14203
order(37542,52734)=24103
order(92857,29758)=10432
order(70682,82076)=34102
order(35792,79523)=23140
order(6205,2605)=1023
order(18673,61873)=20134
order(3401,3410)=0132
order(16548,46851)=31420
order(86932,62839)=14032
order(48516,56814)=24130
order(61094,94601)=34021
order(7125,5721)=3021
order(9564,4965)=3021
order(81096,91608)=31420
order(28039,82309)=10324
order(42718,18742)=34201
order(81570,51708)=21340
order(83917,71398)=43120
order(47153,54731)=30142
order(79845,47895)=30214
order(92745,97254)=02143
order(90317,17930)=34021
order(13028,38120)=14032
order(46291,62941)=12304
order(82691,12698)=41230
order(76230,62307)=12340
order(73148,31478)=12304
order(43891,34918)=10342
order(5091,0591)=1023
order(42861,86124)=23410
order(17845,51748)=40132
order(32180,12308)=21043
order(23967,63279)=31042
order(4180,8014)=2310
order(14038,10384)=02341
order(47350,35407)=23041
order(75198,85179)=41203
order(57910,95071)=20413
order(98345,38954)=21043
order(2549,4259)=2013
order(19605,60519)=23401
order(59026,25690)=30412
order(49360,36049)=23401
order(32947,92743)=21430
order(38097,09378)=23041
order(19365,31965)=20134
order(57803,87035)=21340
order(67103,30761)=43102
order(82607,68270)=20143
order(75821,71582)=04123
order(15978,15789)=01342
order(6981,6198)=0312
order(86954,98546)=20341
order(96453,94536)=02341
order(60589,09856)=14320
order(45689,65489)=21034
order(70985,50987)=41230
order(34165,14365)=21034
order(17094,09174)=23014
order(58679,68579)=21034
order(13890,10389)=04123
order(84052,50482)=32104
order(28590,98025)=31402
order(16839,63198)=13042
order(39710,17309)=32041
order(18054,58104)=31024
order(35908,09583)=32140
order(26410,64102)=12340
order(56418,41865)=23410
order(630,603)=021
order(92581,19852)=40321
order(3105,0531)=2301
order(2345,4523)=2301
order(16857,86157)=21034
order(71098,07918)=20314
order(14793,79143)=23014
order(14275,42751)=12340
order(16527,71652)=40123
order(38954,38954)=01234
order(19473,19437)=01243
order(58731,13758)=43201
order(18902,08129)=31042
order(23451,54321)=32104
order(14236,34612)=31402
order(25736,67352)=42310
order(98426,82469)=13240
order(26430,32640)=30124
order(69327,76329)=40231
order(42387,74832)=40321
order(13064,60413)=32401
order(65984,86594)=30124
order(4528,5482)=1032
order(6230,2036)=1320
order(23714,23147)=01342
order(5326,6325)=3120
order(92807,92078)=01342
order(63980,63098)=01423
order(50914,09154)=12304
order(68729,28679)=31024
order(56723,76523)=21034
order(25038,03825)=23401
order(51608,10865)=13420
order(4287,8427)=2013
order(8310,0318)=3120
order(25791,75912)=21340
order(12048,18042)=04231
order(13057,10573)=02341
order(10736,31760)=30241
order(3715,5731)=3102
order(52147,17254)=24103
order(65382,63825)=02341
order(80956,85690)=03421
order(49825,25849)=34201
order(94302,39024)=20341
order(1350,0153)=3021
order(95028,90582)=02143
order(63581,86531)=30214
order(53640,60453)=24301
order(32608,23608)=10234
order(39568,89536)=41203
order(32650,25360)=13024
order(40982,42980)=04231
order(67539,59763)=24103
order(4509,9450)=3012
order(38670,30786)=04312
order(94361,34916)=21043
order(31798,31987)=01342
order(94368,83694)=42301
order(41879,49781)=04321
order(61289,96821)=40321
order(30682,06283)=12430
order(42608,46082)=02341
order(6257,5627)=2013
order(96183,39186)=40231
order(72059,09527)=24310
order(9180,1890)=1203
order(69724,24967)=34102
order(91365,31956)=21043
order(63024,40236)=42310
order(5803,8035)=1230
order(10485,50481)=41230
order(67248,42768)=32104
order(93865,39865)=10234
order(97630,03976)=43012
order(61830,30618)=34012
order(23089,30298)=12043
order(81069,96081)=43201
order(46915,46195)=01324
order(94183,89413)=30124
order(38902,02389)=34012
order(63108,30618)=13024
order(5927,2957)=2103
order(17465,74516)=12403
order(10396,16390)=04231
order(84306,80643)=03412
order(75634,46357)=42310
order(72416,14726)=32014
order(65718,17658)=32014
order(46875,65748)=14302
order(45801,18405)=42031
order(73180,03817)=41320
order(54971,47951)=13204
order(50894,90845)=31240
order(3,3)=0
order(65130,03615)=43021
order(31569,31965)=01432
order(7021,0127)=1320
order(32415,34512)=02431
order(25481,14852)=42310
order(7932,7239)=0321
order(80245,04528)=13420
order(18943,14983)=03214
order(91237,17392)=14302
order(57,75)=10
order(82734,23784)=13204
order(15629,92156)=43012
order(75601,56071)=12304
order(83107,87013)=04321
order(62571,51672)=24031
order(25847,25487)=01324
order(5084,5804)=0213
order(20136,02316)=10324
order(768,786)=021
order(45013,13045)=34201
order(38617,13768)=30421
order(85916,68195)=40321
order(82706,72806)=21034
order(725,752)=021
order(61523,63251)=04321
order(37246,27643)=21430
order(18924,91824)=20134
order(83147,14387)=23104
order(9581,9185)=0321
order(17458,87451)=41230
order(91648,68419)=24310
order(15390,03915)=42301
order(40589,49850)=04321
order(74639,79643)=04213
order(30781,73801)=20314
order(60245,62405)=02314
order(20786,27068)=02143
order(74168,17648)=20314
order(15270,07125)=43021
order(40879,94807)=40213
order(97530,05397)=42301
order(34126,46132)=14203
order(86940,49068)=32410
order(93286,82693)=32401
order(74698,84697)=41230
order(38071,38071)=01234
order(7896,8679)=1302
order(70689,06978)=12403
order(72968,69872)=32401
order(27813,28137)=02341
order(74920,79042)=02413
order(49152,49125)=01243
order(27809,90872)=43210
order(84079,78490)=30142
order(81059,01958)=21430
order(6720,2760)=2103
order(34268,36842)=03412
order(52631,21635)=14230
order(45691,56914)=12340
order(10482,80241)=31420
order(76501,56107)=21430
order(64527,62475)=03142
order(7062,0627)=1230
order(1056,0156)=1023
order(39,93)=10
order(20413,24013)=02134
order(54389,98354)=43201
order(19630,93016)=13402
order(1682,2168)=3012
order(26973,93762)=24310
order(12873,17832)=03241
order(50386,56803)=04312
order(54396,95346)=30214
order(34615,13546)=30412
order(702,027)=120
order(30482,28430)=43201
order(60382,30268)=21403
order(32849,84329)=23014
order(12468,18246)=04123
order(26974,67942)=13240
order(5708,7508)=1023
order(17456,41576)=20314
order(15408,85104)=41032
order(23189,19823)=24301
order(60729,07269)=12304
order(67830,83607)=23041
order(79053,93705)=14023
order(62483,32846)=41320
order(95186,95618)=01423
order(69018,01698)=23014
order(50943,54039)=03142
order(42938,48293)=04123
order(65174,57641)=13042
order(21857,28175)=02143
order(89165,16589)=23401
order(86375,86537)=01423
order(3078,0837)=1302
order(3024,4032)=3102
order(80135,51083)=42103
order(4531,4153)=0312
order(97185,51798)=42103
order(6093,3960)=3201
order(51748,48751)=34201
order(56372,75632)=30124
order(54789,74985)=21430
order(36924,34926)=04231
order(35694,49563)=43120
order(13856,58631)=32410
order(26150,15602)=23140
order(69702,27960)=42103
order(97504,05479)=32410
order(1764,4671)=3210
order(6923,9362)=1302
order(20495,94025)=32104
order(57632,76523)=12043
order(485,458)=021
order(69748,89764)=41203
order(92604,26409)=12430
order(28014,04821)=24103
order(65471,15467)=41203
order(1697,1796)=0321
order(69158,65918)=03124
order(20641,14026)=43102
order(853,835)=021
order(46892,26894)=41230
order(14260,61402)=30142
order(91478,47918)=23014
order(2546,4625)=2301
order(82091,20891)=12034
order(35741,75341)=21034
order(2569,6259)=2013
order(41260,01642)=41302
order(5092,9250)=2301
order(43826,26348)=34102
order(39506,63905)=40132
order(56302,36025)=21340
order(20876,02876)=10234
order(97158,18957)=24031
order(20784,72840)=20341
order(12704,74102)=24031
order(13208,02831)=32410
order(6248,8624)=3012
order(13879,38197)=12043
order(34578,43875)=10432
order(85923,52389)=13402
order(19470,10749)=04321
order(10729,92710)=43201
order(49738,93784)=13240
order(89315,95138)=14320
order(83206,80326)=03124
order(23560,63502)=31240
order(10358,10853)=01432
order(41032,03142)=23104
order(13792,31792)=10234
order(9327,9273)=0231
order(95421,94152)=02413
order(26704,76024)=21304
order(39705,30975)=03124
order(9518,8195)=3201
order(47925,24975)=30214
order(73184,47813)=40321
order(42809,82409)=21034
order(38694,49638)=43201
order(58409,98450)=41203
order(750,507)=120
order(20158,02518)=10324
order(691,196)=210
order(46032,03642)=23104
order(1952,5129)=2031
order(15402,51402)=10234
order(47293,27349)=21403
order(46351,13546)=42301
order(50267,02657)=12304
order(8095,9580)=2301
order(95362,62935)=34021
order(54872,57284)=03421
order(96713,67193)=12304
order(32856,68352)=42031
order(53489,89453)=34201
order(8467,7648)=3210
order(50971,91570)=24031
order(4056,0465)=1032
order(15489,51849)=10324
order(27934,34972)=34210
order(70136,73160)=03241
order(4718,1478)=2013
order(54016,40561)=12043
order(50934,39405)=32410
order(89107,91078)=12340
order(6470,4607)=1032
order(6734,3467)=2301
order(12974,19724)=02314
order(83207,30827)=13024
order(29764,27964)=02134
order(65792,26975)=40321
order(15276,71562)=30142
order(4815,4518)=0321
order(57298,72598)=12034
order(8475,4785)=1203
order(84510,05148)=42310
order(16528,85261)=42310
order(59682,68592)=23014
order(47369,49673)=04312
order(9375,7395)=2103
order(15682,68521)=23140
order(84195,89451)=03142
order(30147,41307)=32014
order(23951,93215)=21043
order(8347,3748)=1320
order(63089,89603)=34021
order(61758,67851)=02431
order(35270,30527)=04123
order(25714,25147)=01342
order(35890,30895)=04231
order(58402,84502)=12034
order(58761,71586)=24013
order(64158,41586)=12340
order(69370,09367)=41203
order(40876,78604)=32410
order(45230,05234)=41230
order(32491,31492)=04231
order(51289,91258)=41203
order(89012,89012)=01234
order(36240,40263)=34210
order(34672,67432)=23104
order(38106,38601)=01432
order(69851,98561)=12304
order(36728,38726)=04231
order(54137,47153)=14203
order(86519,61589)=13204
order(47536,47635)=01432
order(89507,05978)=32140
order(25968,68529)=34102
order(43852,34825)=10243
order(19456,41596)=20314
order(30627,06372)=12043
order(6031,3061)=2103
order(3641,4613)=2130
order(23908,93820)=21403
order(14753,47513)=12304
order(18576,86517)=14203
order(41708,04187)=30142
order(36874,63748)=10342
order(93146,31496)=12304
order(15896,65891)=41230
order(352,253)=210
order(26504,64520)=14203
order(84139,83491)=03142
order(4210,4021)=0312
order(69148,48169)=34201
order(695,695)=012
order(7940,7490)=0213
order(51823,38125)=42130
order(98406,08964)=31042
order(32816,68132)=42301
order(58763,35876)=40123
order(310,310)=012
order(30468,06843)=13420
order(56108,10658)=23104
order(64910,10469)=34102
order(39254,53924)=30124
order(24317,72143)=40312
order(65397,37956)=24310
order(84730,84370)=01324
order(41920,04912)=40213
order(56938,35869)=30412
order(57104,07415)=31420
order(14697,14976)=01342
