order(74283,87234)=30241
order(90845,90854)=01243
order(98162,68291)=31402
order(8019,8109)=0213
order(76059,95607)=43120
order(83940,34089)=13402
order(91845,89415)=20314
order(52083,83520)=34012
order(43567,43657)=01324
order(82053,02385)=21403
order(91027,29107)=30124
order(7548,5874)=1302
order(96582,95286)=02431
order(801,018)=120
order(93105,13590)=21403
order(54371,47513)=13042
order(7210,7210)=0123
order(51302,02135)=34120
order(89265,68952)=30142
order(81756,18765)=10243
order(78326,37268)=20341
order(60132,30261)=31402
order(17390,31907)=20341
order(36290,32906)=02341
order(39516,59613)=21430
order(28136,38621)=31402
order(48632,32486)=34012
order(68304,03648)=32041
order(12549,29145)=14032
order(20457,52074)=30142
order(7693,6973)=1203
order(75493,57934)=10342
order(47132,23417)=43021
order(89421,28914)=30142
order(18345,18543)=01432
order(12430,02143)=41023
order(94302,39024)=20341
order(125,521)=210
order(73568,57638)=20314
order(15720,12075)=03421
order(17465,74516)=12403
order(95736,76935)=24031
order(8154,5814)=2013
order(3462,3462)=0123
order(63417,46371)=20143
order(29780,09782)=41230
order(7082,8702)=2013
order(82431,82314)=01342
order(25384,23548)=02143
order(32605,25036)=14302
order(56297,97526)=34021
order(43068,64830)=30412
order(90148,08941)=14032
order(71698,91876)=31402
order(74026,27406)=30124
order(5624,4265)=3210
order(43172,31472)=12034
order(87093,79830)=13042
order(6921,2169)=2301
order(6123,2613)=2013
order(79528,82759)=43021
order(97485,97845)=01324
order(89276,72689)=32401
order(12697,71269)=40123
order(82576,67258)=43120
order(62537,32756)=31420
order(76238,72683)=02143
order(83107,87013)=04321
order(4712,7241)=1302
order(69453,46935)=20143
order(29856,69258)=41032
order(89473,83749)=04321
order(53679,96537)=42013
order(58203,03285)=34210
order(375,357)=021
order(8510,8150)=0213
order(34159,45931)=13402
order(74091,19704)=43021
order(25687,27865)=04321
order(81645,86145)=02134
order(54789,74985)=21430
order(23581,32158)=10423
order(50168,15068)=20134
order(13054,15340)=03142
order(38051,08315)=21043
order(86520,20685)=34102
order(57239,25739)=20134
order(58976,89576)=12034
order(46351,13546)=42301
order(5018,1850)=2301
order(93108,80139)=43210
order(57968,95678)=20314
order(69018,01698)=23014
order(45017,41075)=03241
order(15769,96517)=43102
order(37406,67403)=41230
order(96082,92806)=04321
order(17984,14978)=04213
order(4706,0746)=2103
order(64189,16948)=20413
order(26845,28654)=02143
order(68419,48196)=21340
order(12530,25310)=12304
order(90875,09587)=10423
order(47536,47635)=01432
order(8952,8952)=0123
order(84152,58214)=30421
order(15860,65108)=31042
order(32916,61392)=43021
order(78123,32817)=43120
order(94706,96407)=04132
order(36827,87362)=24013
order(50468,08654)=14302
order(18739,17938)=02431
order(12065,65201)=34120
order(76532,72635)=04132
order(6974,7964)=2103
order(15026,61250)=40312
order(71506,07165)=30142
order(90827,08972)=12043
order(57214,75214)=10234
order(85216,68512)=40132
order(83025,28530)=30412
order(86542,58624)=20143
order(54123,41325)=12430
order(25847,25487)=01324
order(18240,18402)=01342
order(65128,52186)=13240
order(50762,20657)=41302
order(39718,39718)=01234
order(19705,09157)=31042
order(91763,96137)=03142
order(36751,37561)=02314
order(96013,63901)=14023
order(35401,30451)=03214
order(60513,36510)=40231
order(20395,02395)=10234
order(79284,94872)=14302
order(10798,09871)=13420
order(65078,60758)=02314
order(16487,47618)=24103
order(86207,26078)=21340
order(96435,53469)=43210
order(63598,63895)=01432
order(57469,94756)=42103
order(93465,93546)=01423
order(74065,70465)=02134
order(93180,18093)=23401
order(61089,10986)=12430
order(41805,51048)=41302
order(41852,28415)=42013
order(37241,27134)=21403
order(34156,51364)=32041
order(92603,96032)=02341
order(94138,34918)=31024
order(53987,85397)=30124
order(17326,72361)=13240
order(82945,42598)=31420
order(96542,52649)=24130
order(7381,7138)=0312
order(57368,85376)=40213
order(68590,05968)=42301
order(7648,6748)=1023
order(52178,85721)=40312
order(24785,52478)=40123
order(47253,32754)=42130
order(6174,6417)=0312
order(51693,63915)=24310
order(38024,84032)=14203
order(68751,65871)=03124
order(28516,86251)=14023
order(19684,41869)=40321
order(70896,60798)=41032
order(4312,1432)=2013
order(57846,67458)=41302
order(17508,07851)=31420
order(8195,1985)=1203
order(1875,8751)=1230
order(17205,27105)=21034
order(82347,47283)=34102
order(41728,48127)=04132
order(24380,42038)=10423
order(54306,60534)=43021
order(51468,16458)=13204
order(87496,48769)=20143
order(10298,02819)=12403
order(51467,71546)=41023
order(40698,49806)=03412
order(23895,95328)=34102
order(24765,75246)=24013
order(8417,8417)=0123
order(18256,52186)=32014
order(13872,27381)=43120
order(42769,24976)=10423
order(81537,85173)=02143
order(38179,18739)=21304
order(91340,10394)=14203
order(20649,06249)=12034
order(29364,24396)=04213
order(38140,14380)=23014
order(45269,46295)=03241
order(30267,06372)=13042
order(106,106)=012
order(59638,96385)=12340
order(385,583)=210
order(4175,1547)=1302
order(17340,14307)=03241
order(36207,02763)=32410
order(79016,06791)=24013
order(579,579)=012
order(59246,56294)=04213
order(83647,34678)=13240
order(52467,47625)=24310
order(14580,18405)=03142
order(7983,9783)=1023
order(43180,30184)=14230
order(82673,82367)=01423
order(56423,23564)=34012
order(38764,48376)=41023
order(93860,08693)=42301
order(60548,46580)=30241
order(15647,61475)=20341
order(8947,7498)=3210
order(89301,89103)=01432
order(82043,43028)=34210
order(10658,06581)=12340
order(24381,43128)=12403
order(19536,35169)=32041
order(98642,69284)=20413
order(38097,09378)=23041
order(72938,37298)=30124
order(71360,63017)=32410
order(79235,23579)=23401
order(68047,47680)=34012
order(54016,40561)=12043
order(3721,1327)=3021
order(62057,05267)=23104
order(16724,16247)=01342
order(64582,28546)=43210
order(492,492)=012
order(53746,54367)=03142
order(27014,10427)=32401
order(26583,86253)=31024
order(91762,19627)=10342
order(26891,82169)=20413
order(57938,35789)=30142
order(15946,61459)=40312
order(36450,45630)=23104
order(64039,46093)=10243
order(50826,20586)=31024
order(28194,92418)=30421
order(5279,5279)=0123
order(40785,57084)=42130
order(29730,02793)=40213
order(9053,3590)=3201
order(57628,58276)=04312
order(24037,20743)=02413
order(67895,95867)=34201
order(52403,23405)=14230
order(35270,30527)=04123
order(63401,34016)=12340
order(43017,73041)=41203
order(32460,32406)=01243
order(2851,2158)=0321
order(59247,29475)=21340
order(49720,40279)=04321
order(6213,1236)=2130
order(24786,67248)=42013
order(15784,58147)=13042
order(6742,6724)=0132
order(89516,96518)=14230
order(71406,04176)=32104
order(4206,4260)=0132
order(50829,05892)=10243
order(98406,08964)=31042
order(37806,08376)=32014
order(43715,43517)=01432
order(94173,19734)=20341
order(80362,36028)=23140
order(23417,37421)=14203
order(20741,04712)=13240
order(54061,41065)=14230
order(63705,73056)=21340
order(29350,95230)=13024
order(89263,63298)=34210
order(82594,92485)=31402
order(51608,10865)=13420
order(96201,21960)=24013
order(75439,95347)=41320
order(4620,4062)=0312
order(51793,31579)=41023
order(9564,4965)=3021
order(73012,23170)=41302
order(59483,38459)=43201
order(92536,93256)=03124
order(21540,10254)=14023
order(52840,84520)=23014
order(53140,01345)=42130
order(82956,96852)=24031
order(9412,9124)=0231
order(94586,69458)=40123
order(80461,16084)=43102
order(41209,49120)=04123
order(20817,20187)=01324
order(60927,97026)=24130
order(48931,38941)=31204
order(3861,3618)=0231
order(25347,57423)=14302
order(97315,97153)=01342
order(9657,6759)=1320
order(56427,25764)=30412
order(62159,62519)=01324
order(35748,57843)=12430
order(15049,19054)=04213
order(82105,25180)=14203
order(42659,64592)=20341
order(3475,7534)=2301
order(84675,74865)=31024
order(7845,4578)=2301
order(12463,61324)=30412
order(40389,34098)=20143
order(62938,29368)=12304
order(67291,27619)=21043
order(5067,5067)=0123
order(31428,42831)=23401
order(52970,05792)=40321
order(91743,14739)=13240
order(60835,63850)=03241
order(96873,73968)=34012
order(21083,08321)=23401
order(21947,42719)=30412
order(35086,06583)=24130
order(5197,5179)=0132
order(29436,64923)=42103
order(739,739)=012
order(32941,34291)=03124
order(14856,14856)=01234
order(61802,81026)=21340
order(68435,36485)=30214
order(6170,6710)=0213
order(60173,30716)=41320
order(3058,3850)=0321
order(23801,81302)=24130
order(72953,75329)=03412
order(70253,73025)=04123
order(51698,86519)=42013
order(568,568)=012
order(1439,3491)=2130
order(97328,39278)=20314
order(72305,02735)=31024
order(57632,76523)=12043
order(81679,19786)=14302
order(3709,9037)=3201
order(50391,95310)=30241
order(35728,78253)=24310
order(61950,16095)=10423
order(4207,0274)=2130
order(6015,5106)=3210
order(56024,62504)=13024
order(40895,49508)=03412
order(47201,40721)=03124
order(53012,50231)=02413
order(90214,20194)=21304
order(7695,5697)=3120
order(62583,53862)=24301
order(26473,64237)=12043
order(316,163)=120
order(97435,45973)=24013
order(20941,19402)=42310
order(37685,36578)=02413
order(89572,75829)=32041
order(74592,42957)=14320
order(21879,79128)=34102
order(48170,87401)=13042
order(6149,4619)=2013
order(45306,60354)=43210
order(51362,63125)=32140
order(98065,85096)=14203
order(48623,32486)=43012
order(7519,7591)=0132
order(49871,79148)=31402
order(56302,36025)=21340
order(6985,8965)=2103
order(79043,94703)=13024
order(43709,93074)=41320
order(96385,63589)=12430
order(59760,69057)=31402
order(57194,79451)=13402
order(72594,94275)=34102
order(24603,04623)=31204
order(46930,49630)=02134
order(69781,96187)=10432
order(67420,46270)=20314
order(63894,98364)=32104
order(65213,32615)=42031
order(81732,87132)=02134
order(71983,87931)=30241
order(18056,81056)=10234
order(40532,42053)=04123
order(59701,15970)=40123
order(54960,46095)=13420
order(51403,14530)=12043
order(69371,37196)=23410
order(9526,5296)=1203
order(3280,3280)=0123
order(90746,40967)=31042
order(81723,78231)=20341
order(15924,12945)=03241
order(7294,9472)=2301
order(51678,51867)=01423
order(14053,04153)=21034
order(28730,08327)=41302
order(65382,63825)=02341
order(96208,98062)=04312
order(75018,18507)=34120
order(30765,76305)=23014
order(16594,69415)=13402
order(40192,24190)=40231
order(46390,39604)=23140
order(84753,74835)=21043
order(46783,46837)=01342
order(86740,60784)=14203
order(94618,91468)=03124
order(73265,62753)=32041
order(69013,09631)=21043
order(94281,84912)=31042
order(38706,87306)=12034
order(97536,63597)=43201
order(72341,43127)=32410
order(63057,36075)=10243
order(81295,89215)=03214
order(615,615)=012
order(83624,23864)=31024
order(31075,71053)=31240
order(30129,31029)=02134
order(65047,65704)=01423
order(58936,63598)=43021
order(4532,5423)=1032
order(28153,15823)=23104
order(19482,28419)=43201
order(81736,61837)=41032
order(45128,41825)=02431
order(43785,47385)=02134
order(6580,6580)=0123
order(89534,38594)=30214
order(85471,71854)=34012
order(49201,49201)=01234
order(67138,87316)=41320
order(16457,54167)=32014
order(94075,07549)=23410
order(4513,5431)=1032
order(65739,67935)=02431
order(14769,69417)=34102
order(25046,40526)=32104
order(64158,41586)=12340
order(73025,50723)=42031
order(52347,42375)=31240
order(68403,30684)=43012
order(18074,18740)=01342
order(69284,89642)=31042
order(10634,63140)=23041
order(71892,81297)=21430
order(96573,96573)=01234
order(24903,42309)=10432
order(29401,20491)=03214
order(46158,84516)=40321
order(18532,12835)=04132
order(5790,7905)=1230
order(50839,09583)=14023
order(73402,30274)=13402
order(43592,95432)=32014
order(18057,85701)=13420
order(31254,41235)=41203
order(70912,29170)=42301
order(89376,38796)=20314
order(50746,56407)=04312
order(60824,28604)=32014
order(23056,56032)=34210
order(85237,53872)=13042
order(34570,57403)=23140
order(21834,32418)=30412
order(80234,34280)=34201
order(7208,2087)=1230
order(51236,51623)=01423
order(85923,52389)=13402
order(61347,34167)=23104
order(76390,69703)=13042
order(42783,24387)=10432
order(26059,56029)=31204
order(28749,74289)=23014
order(19752,97251)=12430
order(3976,9637)=1302
order(9837,8379)=1230
order(63407,06734)=30412
order(80173,83710)=04321
order(37215,32571)=02413
order(82735,53827)=43012
order(67253,56732)=30142
order(72948,78942)=04231
order(34175,51743)=42310
order(5680,6850)=1203
order(28760,82067)=10432
order(84362,36248)=23410
order(43256,43562)=01342
order(9736,6973)=3012
order(97203,97203)=01234
order(43820,38240)=12304
order(98401,10489)=43210
order(26538,83526)=43201
order(92715,72159)=21340
order(9421,2941)=2013
order(20784,72840)=20341
order(79053,93705)=14023
order(20685,80625)=31204
order(34672,67432)=23104
order(41893,49183)=03124
order(57618,75816)=10432
order(73198,19378)=23104
order(86237,73286)=43201
order(91376,63179)=42130
order(31452,25413)=43210
order(35021,50213)=12340
order(29408,98024)=14302
order(83106,08613)=30421
order(74835,57834)=40231
order(94250,95042)=03412
order(32571,72315)=31042
order(17846,84671)=23410
order(31569,31965)=01432
order(80143,80134)=01243
order(79431,31974)=34102
order(84563,63854)=34021
order(37628,68732)=24103
order(91365,31956)=21043
order(60287,28607)=23014
order(43187,71834)=42310
order(84071,41078)=14230
order(36891,61839)=14203
order(91865,96815)=03214
order(67910,10796)=34120
order(36879,86739)=21304
order(59120,95021)=10432
order(64790,60479)=04123
order(37896,67389)=41023
order(78129,97281)=40312
order(87950,90857)=24031
order(71483,37148)=40123
order(24657,52647)=30214
order(37592,72359)=14023
order(42359,52493)=31042
order(76382,26837)=41320
order(20438,80342)=41320
order(67042,47620)=31042
order(93741,94173)=03421
order(32781,13827)=40312
order(28073,72380)=30412
order(59086,95860)=10342
order(4591,5419)=1032
order(30952,20359)=41032
order(52984,54892)=04321
order(35497,53497)=10234
order(16435,34561)=32410
order(93265,59236)=40213
order(84193,93418)=34120
order(86795,97865)=32014
order(70961,67910)=30241
order(39618,91386)=13042
order(40725,05247)=14302
order(34760,06437)=43102
order(89723,78293)=20314
order(4781,4178)=0312
order(98510,85109)=12340
order(50813,50138)=01342
order(3476,6347)=3012
order(2759,9572)=3210
order(65274,65247)=01243
order(86213,61382)=13402
order(485,458)=021
order(35708,80753)=43210
order(31587,17538)=14203
order(54062,24605)=41320
order(81360,18063)=10432
order(71639,69713)=24013
order(62830,62803)=01243
order(73489,89473)=34201
order(50841,40851)=31204
order(80241,48210)=30241
order(10573,51370)=20431
order(56481,14856)=42301
order(86243,43628)=34120
order(28963,93628)=24301
order(54679,69475)=24130
order(98731,79318)=20341
order(10579,09517)=14203
order(2589,5829)=1203
order(3261,1632)=3201
order(2619,1296)=2031
order(30691,09163)=13420
order(91478,47918)=23014
order(81069,96081)=43201
order(83572,82537)=04213
order(94785,95478)=04123
order(80516,68015)=40132
order(7820,0827)=3120
order(7304,7304)=0123
order(4902,4209)=0321
order(7136,1367)=1230
order(14857,41587)=10324
order(321,132)=201
order(98604,49860)=40123
order(19738,98371)=14320
order(73406,70436)=03214
order(56312,23561)=42013
order(63571,53761)=21304
order(65782,82576)=34120
order(46530,63540)=13204
order(74859,98574)=42301
order(28560,02865)=40132
order(42913,94132)=20341
order(2038,2380)=0231
order(16024,04261)=24310
order(58236,35286)=30214
order(92157,97215)=04123
order(67830,83607)=23041
order(56943,65349)=10432
order(34120,42130)=13204
order(71538,35781)=32041
order(32465,53642)=40321
order(21704,72401)=20431
order(7869,6978)=2301
order(2579,7952)=2310
order(86327,27386)=34201
order(12539,35129)=32014
order(41309,31049)=21304
order(2735,3572)=2310
order(71986,68179)=43102
order(49758,45978)=03124
order(34879,89734)=24301
order(20653,53206)=34012
order(76801,10768)=43012
order(21476,47162)=23140
order(14296,41296)=10234
order(59687,75986)=40132
order(45791,75194)=21430
order(2104,0214)=2013
order(30961,10963)=41230
order(2746,2476)=0213
order(17324,37124)=21034
order(86345,43856)=32041
order(8905,8905)=0123
order(54682,82654)=34201
order(4263,6423)=2013
order(53290,39250)=13204
order(92,29)=10
order(74693,97346)=30412
order(6415,5461)=3102
order(14750,07415)=42103
order(89107,91078)=12340
order(48329,92348)=43201
order(92857,29758)=10432
order(52193,53921)=04312
order(83160,61803)=32041
order(23150,23015)=01423
order(31085,53018)=40213
order(83625,82356)=03142
order(74589,58974)=23401
order(96041,64019)=13240
order(30947,74390)=43021
order(13207,73012)=41302
order(78560,08675)=41302
order(7529,9275)=3201
order(8215,1528)=2310
order(30417,01743)=13420
order(15294,14295)=04231
order(37042,34027)=03241
order(95638,85963)=41023
order(58761,71586)=24013
order(89302,09832)=31024
order(60237,70362)=41302
order(30942,90432)=21304
order(94501,49510)=10243
order(29185,82915)=30124
order(8651,8156)=0321
order(82547,28475)=10342
order(76831,18763)=42013
order(85716,86157)=04312
order(50362,20563)=41032
order(75129,75129)=01234
order(35197,95317)=31024
order(38750,53087)=30412
order(92340,23940)=12034
order(24798,97842)=32410
order(52678,86527)=42013
order(78631,36178)=32401
order(2074,7204)=2013
order(74982,29847)=42310
order(63572,35276)=12430
order(61498,96481)=30241
order(42795,97254)=32140
order(28493,93284)=34012
order(95604,09564)=30124
order(97283,82937)=32041
order(38029,29083)=34210
order(15297,72951)=42310
order(6251,1256)=3120
order(60739,60937)=01432
order(3528,2583)=2130
order(17408,48017)=24301
order(26398,23698)=02134
order(20795,07259)=12043
order(80943,03489)=14302
order(24069,06429)=23104
order(8672,2786)=3201
order(58239,83592)=13042
order(78124,18724)=21034
order(25836,86523)=24103
order(51083,18035)=13240
order(48301,83401)=12034
order(34578,43875)=10432
order(87605,05876)=34012
order(76452,56274)=31402
order(68135,85136)=14230
order(79342,32479)=24301
order(3078,0837)=1302
order(38105,35810)=04123
order(36482,34286)=02431
order(25793,95237)=31042
order(24578,24587)=01243
order(9754,4957)=3021
order(93702,23709)=41230
order(70384,04837)=14320
order(58620,65028)=20431
order(42386,23864)=12340
order(2396,6329)=3102
order(52608,56208)=02134
order(39720,39270)=01324
order(37528,53287)=20341
order(63805,83056)=21340
order(9037,7093)=3102
order(30728,80372)=41023
order(43720,20347)=34102
order(26491,24619)=02143
order(30467,30746)=01423
order(1508,0158)=2013
order(35246,25643)=21430
order(87051,87051)=01234
order(4805,4850)=0132
order(71263,21736)=21043
order(2791,7219)=1032
order(91052,50912)=32014
order(42705,04257)=30142
order(43769,96374)=43120
order(54130,54103)=01243
order(1635,3156)=2031
order(72013,37120)=40312
order(5390,0953)=3201
order(56782,26587)=41032
order(39706,06739)=34201
order(41736,43761)=03241
order(80542,08425)=10342
order(25916,16295)=34021
order(5326,6325)=3120
order(34257,73254)=40231
order(84902,08249)=30412
order(7415,5741)=3012
order(82164,82164)=01234
order(23914,91324)=23104
order(1356,3156)=1023
order(16208,61802)=10432
order(9308,0893)=2301
order(49820,08924)=42130
order(43817,71483)=43021
order(70365,75063)=04132
order(16547,71564)=40213
order(30254,23054)=20134
order(94081,09418)=20143
order(40876,78604)=32410
order(28179,98172)=41230
order(91037,19703)=10423
order(98135,59318)=40321
order(67985,58796)=43120
order(94723,37942)=42013
order(14098,09814)=23401
order(23145,23415)=01324
order(71389,89713)=34012
order(83724,82347)=03142
order(10754,41075)=40123
order(54980,84095)=31420
order(8637,3786)=2301
order(54073,35740)=40312
order(6031,3061)=2103
order(57092,09527)=23041
order(4210,4021)=0312
order(78264,62874)=32104
order(76094,04976)=24301
order(27980,02789)=40132
order(82975,78259)=30142
order(17062,12067)=04231
order(98064,48906)=41023
order(2634,2463)=0312
order(69523,53296)=24310
order(10283,80132)=31042
order(20854,42508)=40312
order(21048,41028)=31204
order(5371,3157)=1302
order(51439,35941)=30421
order(59680,86509)=32041
order(53017,35170)=10342
order(18627,16287)=02314
order(32714,43712)=40231
order(54908,45890)=10423
order(79048,47098)=30214
order(4923,9243)=1203
order(16405,60415)=13204
order(14835,18345)=02314
order(42589,25984)=12430
order(79812,29781)=41023
order(51026,52106)=03124
order(24308,30824)=23401
order(68023,62803)=03124
order(89053,50893)=32014
order(50176,05671)=10432
order(51402,12045)=14320
order(92680,90862)=04321
order(24861,12846)=40213
order(93452,39254)=10432
order(46905,69504)=12430
order(21735,15723)=14203
order(65801,06815)=30241
order(62571,51672)=24031
order(89207,89702)=01432
order(30824,02348)=13042
order(97648,67498)=21304
order(27350,73205)=12043
order(2306,3602)=1320
order(46503,53604)=24130
order(48152,15284)=23410
order(80231,82103)=02413
order(21745,25174)=04123
order(85914,45819)=41032
order(64172,62471)=04132
order(1745,7145)=1023
order(86431,18634)=40132
order(31950,01953)=41230
order(83502,50328)=23140
order(4036,4306)=0213
order(54837,74385)=41320
order(16548,46851)=31420
order(65247,47526)=34120
order(45190,10495)=24031
order(9302,0293)=2301
order(84730,84370)=01324
order(9852,2895)=3102
order(96237,39762)=30412
order(29158,98521)=14302
order(458,458)=012
order(29845,54289)=43021
order(86705,67850)=12043
order(62154,41625)=42013
order(87065,50786)=42103
order(71309,93071)=42301
order(7254,2457)=1320
order(51830,31580)=31024
order(25016,10652)=32410
order(62174,64721)=04312
order(65037,36705)=30421
order(3216,1236)=2103
order(201,201)=012
order(72564,25647)=12340
order(5719,9157)=3201
order(1024,1042)=0132
order(81267,81672)=01342
order(82350,80523)=04312
order(78125,58172)=41203
order(25749,97524)=42103
order(83904,39408)=12430
order(50649,04659)=13204
order(91576,61957)=41023
order(80416,40861)=21043
order(63809,38690)=12043
order(53281,18352)=43102
order(70548,54708)=23014
order(5784,5874)=0213
order(98302,83209)=12430
order(32967,37692)=04321
order(14560,65041)=32410
order(97324,97243)=01342
order(60385,63058)=02143
order(7048,7840)=0321
order(10483,31840)=40321
order(93508,95803)=02431
order(78459,97458)=40231
order(7315,7351)=0132
order(45710,75014)=21430
order(81937,38917)=30214
order(79350,75390)=03214
order(15387,51387)=10234
order(62739,27693)=12043
order(41867,71864)=41230
order(21073,20731)=02341
order(8563,8563)=0123
order(59683,69835)=21340
order(75163,37156)=40213
order(40683,83604)=34210
order(61723,62173)=03124
order(59036,39560)=31042
order(89645,59648)=41230
order(91608,19680)=10243
order(63450,54036)=32410
order(30469,69034)=34102
order(56190,56019)=01423
order(24986,69284)=42031
order(32497,47293)=24130
order(56178,67815)=13420
order(4698,8649)=3102
order(62035,60235)=02134
order(3701,7130)=1302
order(25790,09752)=43210
order(71503,51037)=21340
order(83962,93862)=21034
order(1768,8617)=3201
order(27351,72513)=10342
order(59748,75948)=20134
order(64871,17486)=43120
order(91832,21983)=41023
order(528,285)=120
order(82351,51238)=34120
order(61052,52610)=34012
order(79426,49726)=21034
order(45032,32540)=34102
order(73054,40537)=42310
order(61085,60851)=02341
order(4702,0274)=2310
order(95640,65904)=21043
order(41397,47391)=04231
order(15638,35816)=31402
order(34958,95348)=23014
order(46981,14896)=40321
order(62054,25460)=13402
order(7698,6879)=1302
order(5289,8259)=2103
order(76951,61957)=14230
order(29457,79254)=41032
order(89051,01859)=24031
order(7830,3807)=2130
order(72934,43297)=43120
order(28536,23856)=03124
order(54806,68054)=42301
order(54860,80645)=24310
order(53806,03586)=31024
order(68597,65798)=02431
order(80251,58021)=30124
order(28037,07283)=24013
order(70942,74029)=03142
order(31450,35140)=03124
order(92735,95372)=04321
order(46138,18346)=24301
order(57698,67985)=21340
order(69302,06923)=30142
order(37804,78034)=12304
order(86470,70486)=34201
order(94763,47639)=12340
order(34782,27438)=42103
order(96021,02196)=23401
order(42718,18742)=34201
order(89703,87930)=02143
order(3591,9153)=2310
order(378,837)=201
order(64981,61489)=04132
order(18036,36081)=34210
order(52310,50132)=04321
order(18054,58104)=31024
order(1472,7214)=2301
order(13520,02153)=43021
order(72954,74952)=04231
order(41675,14675)=10234
order(45179,17594)=23140
order(71520,51702)=21043
order(13856,58631)=32410
order(51649,65419)=20314
order(14872,81724)=20341
order(7594,5794)=1023
order(89752,82579)=04321
order(37284,32487)=02431
order(71905,57019)=40312
order(20683,36208)=42013
order(67132,26713)=40123
order(36927,62397)=13024
order(73529,29537)=34210
order(6952,6925)=0132
order(63241,46123)=30421
order(1976,7691)=2310
order(38940,94038)=23401
order(78451,84571)=12304
order(75143,43175)=34201
order(35702,23750)=40213
order(15093,05319)=21403
order(75318,87531)=40123
order(23745,54732)=43210
order(82391,29831)=13024
order(82791,72891)=21034
order(73851,78315)=02143
order(95618,65189)=21340
order(19652,29651)=41230
order(38601,36801)=02134
order(90526,56920)=24031
order(6293,2369)=1302
order(31496,61349)=41023
order(2846,4286)=2013
order(73450,73540)=01324
order(3945,3495)=0213
order(75903,35790)=41023
order(50628,26085)=32140
order(85719,71985)=23401
order(41360,10436)=14023
order(29406,42609)=20431
order(4560,0456)=3012
order(49382,84392)=30214
order(31056,50361)=32041
order(20341,12340)=40231
order(98475,58974)=41032
order(6793,7936)=1230
order(28460,84602)=12340
order(5904,4059)=3201
order(58160,61850)=32104
order(57896,69857)=43201
order(95472,95274)=01432
order(21564,64152)=34120
order(29870,70892)=34210
order(32894,49283)=43120
order(90127,09172)=10243
order(57026,67052)=41203
order(27895,79825)=13204
order(49128,18249)=24301
order(80972,79802)=32014
order(35908,09583)=32140
order(93075,09753)=20341
order(80634,30648)=31240
order(51438,81354)=41302
order(98123,91832)=02143
order(90314,04391)=14203
order(67430,43076)=23410
order(87619,68917)=20431
order(20197,70129)=41203
order(4683,4836)=0231
order(98754,97845)=02143
order(16309,09631)=34120
order(5249,4295)=2130
order(76521,15762)=42013
order(38174,18743)=21340
order(241,124)=201
order(58793,37589)=42013
order(57369,65397)=30241
order(65410,45061)=21403
order(82603,02386)=31402
order(45196,15469)=21043
order(32189,81239)=32104
order(60235,65032)=04132
order(82491,82194)=01432
order(60923,39260)=42301
order(26543,46352)=31420
order(50423,40523)=21034
order(72143,74123)=03214
order(95671,75619)=31240
order(9836,6839)=3120
order(62048,48620)=34012
order(17634,63741)=23140
order(3972,3297)=0312
order(18395,98531)=31420
order(10857,10578)=01342
order(39047,04379)=23041
order(354,453)=210
order(67810,81706)=23140
order(79356,75369)=03241
order(52071,02715)=21340
order(84159,85194)=03241
order(89260,90826)=14023
order(92137,37921)=34012
order(6981,6198)=0312
order(54261,16245)=43210
order(17394,14937)=04321
order(63271,16372)=40132
order(40539,90435)=41032
order(980,908)=021
order(76450,67504)=10342
order(6583,3658)=3012
order(95627,72659)=43210
order(32079,23097)=10243
order(62781,76182)=20431
order(5128,8152)=3102
order(29530,25390)=02314
order(48792,84792)=10234
order(54189,45918)=10423
order(58367,38576)=21043
order(95268,65289)=31240
order(18409,41890)=20143
order(85391,38195)=20431
order(7891,9817)=2130
order(54216,15642)=30412
order(1746,1764)=0132
order(58361,68315)=31240
order(20768,86072)=43120
order(31280,02381)=42031
order(23574,74523)=34201
order(89047,87940)=04132
order(61470,61740)=01324
order(51987,81579)=31042
order(32801,10238)=43102
order(62973,73629)=34012
order(7538,5873)=1302
order(41726,26471)=34021
order(96801,09186)=30421
order(40279,02479)=12034
order(34725,25437)=34102
order(65073,65370)=01432
order(85172,75821)=31042
order(52130,12503)=21043
order(21397,71293)=41032
order(26534,36452)=31420
order(2401,1420)=3102
order(815,158)=120
order(27609,97260)=41023
order(2674,6724)=1203
order(5367,7356)=3102
order(39165,69153)=31240
order(12987,21897)=10324
order(49238,34928)=30124
order(30298,28039)=24103
order(81526,85126)=02134
order(3485,5843)=3210
order(20698,92806)=30412
order(39157,91537)=12304
order(59834,84395)=24310
order(24908,42980)=10243
order(93875,79358)=30142
order(62415,51246)=43120
order(96248,49862)=30412
order(41075,40715)=02314
order(7135,7315)=0213
order(14690,41690)=10234
order(13064,60413)=32401
order(80794,80794)=01234
order(74563,75436)=02143
order(30956,60539)=41302
order(648,864)=201
order(38954,38954)=01234
order(9610,1096)=2301
order(35741,75341)=21034
order(79261,69172)=31402
order(40378,47083)=03142
order(96714,19764)=30214
order(62085,52680)=41032
order(1923,9213)=1203
order(48210,08241)=41203
order(61908,86901)=40231
order(35217,72351)=42013
order(48197,47981)=04312
order(53460,06345)=43120
order(36210,21063)=23410
order(82793,97382)=32401
order(65718,17658)=32014
order(58431,85134)=10432
order(3614,6431)=1302
order(45806,86450)=24013
order(5723,5723)=0123
order(25471,74521)=32104
order(29648,62984)=20143
order(60834,64830)=04231
order(50924,05249)=10342
order(60518,68051)=04123
order(74360,36704)=23041
order(86072,60728)=12340
