order(25139,53219)=13024
order(74016,76401)=04123
order(83165,63185)=31204
order(70912,29170)=42301
order(52038,25038)=10234
order(12943,34219)=43102
order(85261,62518)=32140
order(61532,56132)=20134
order(5430,0534)=3021
order(38542,42835)=34102
order(64158,41586)=12340
order(5431,4153)=1302
order(57968,95678)=20314
order(98235,38952)=31042
order(4235,2354)=1230
order(36257,76253)=41230
order(98570,09758)=40321
order(94208,02498)=32104
order(89265,68952)=30142
order(73816,38176)=12304
order(4923,9243)=1203
order(56490,50469)=04213
order(29845,54289)=43021
order(63042,03642)=21034
order(147,147)=012
order(40897,97840)=34201
order(1852,1825)=0132
order(92738,38729)=34210
order(46028,40628)=02134
order(19365,31965)=20134
order(62704,70624)=23014
order(42608,46082)=02341
order(73418,34817)=12430
order(59432,93452)=13204
order(21750,07251)=42031
order(69738,78693)=24013
order(86705,67850)=12043
order(75824,85724)=21034
order(90315,39510)=20431
order(41725,75124)=24130
order(47536,47635)=01432
order(61972,76921)=30241
order(87423,48237)=20341
order(23860,36208)=13042
order(92576,79526)=30214
order(75912,72951)=04213
order(14023,14203)=01324
order(58074,78450)=31402
order(7315,7351)=0132
order(58693,95863)=30124
order(5491,4591)=1023
order(86234,26483)=21403
order(60348,84306)=43210
order(3541,3541)=0123
order(23451,54321)=32104
order(25306,03256)=32014
order(38701,13780)=40213
order(89675,78965)=30124
order(43150,14503)=20341
order(39856,36598)=04312
order(84695,96458)=32140
order(58162,25681)=40312
order(24698,82964)=40321
order(53806,03586)=31024
order(31785,81375)=31024
order(37015,53017)=40231
order(68973,76389)=30412
order(58976,89576)=12034
order(2054,2450)=0321
order(36018,80316)=42031
order(62730,30762)=34201
order(1356,3156)=1023
order(65209,60592)=03142
order(38940,94038)=23401
order(53679,96537)=42013
order(80312,81230)=03421
order(5289,8259)=2103
order(26583,86253)=31024
order(67248,42768)=32104
order(45697,79546)=43102
order(9051,5109)=2310
order(71046,40761)=32041
order(18372,32781)=24310
order(71320,37210)=20314
order(47623,63724)=24130
order(83106,08613)=30421
order(50314,14350)=34201
order(5372,7235)=2310
order(57893,53798)=04132
order(79564,64795)=34012
order(30856,83065)=20143
order(23615,21635)=03214
order(18973,39781)=42310
order(8917,8917)=0123
order(38024,84032)=14203
order(17680,80617)=34201
order(57401,50147)=03421
order(67815,87156)=21340
order(28037,07283)=24013
order(9283,9283)=0123
order(5768,5678)=0213
order(57803,87035)=21340
order(15873,85371)=21430
order(21368,63821)=32401
order(70384,04837)=14320
order(58160,61850)=32104
order(34267,24637)=21304
order(78631,36178)=32401
order(53017,35170)=10342
order(42859,95824)=43210
order(86591,19856)=43021
order(15206,12605)=02431
order(48672,48762)=01324
order(15983,19853)=02314
order(59870,50789)=04321
order(75406,05764)=31042
order(46739,96437)=41032
order(58126,18625)=21430
order(90187,09871)=10342
order(83210,18230)=30214
order(95640,65904)=21043
order(84731,13874)=43021
order(10754,41075)=40123
order(92358,82593)=41302
order(62819,98621)=42013
order(46185,54681)=40132
order(62193,31962)=42301
order(96085,89560)=30412
order(49867,89674)=21340
order(34629,43629)=10234
order(41753,75314)=23410
order(30175,35701)=04312
order(41375,71453)=31042
order(50318,13580)=32041
order(78354,58347)=31240
order(5691,1596)=3021
order(51687,78561)=43021
order(16239,12369)=02314
order(39062,36209)=03421
order(19024,14029)=04231
order(60514,56140)=20341
order(96187,18679)=23140
order(13952,15923)=03241
order(4079,7049)=2103
order(30418,14380)=32041
order(40259,05294)=13240
order(25847,25487)=01324
order(40867,60874)=31240
order(6981,6198)=0312
order(97046,40769)=32140
order(86243,43628)=34120
order(81069,96081)=43201
order(16549,15496)=02341
order(56340,36054)=21403
order(12394,23941)=12340
order(70439,97340)=40321
order(31450,35140)=03124
order(78419,98714)=41032
order(6512,1265)=2301
order(39568,89536)=41203
order(71846,61784)=41023
order(72953,75329)=03412
order(56297,97526)=34021
order(34608,46083)=12340
order(82917,12978)=31240
order(59318,35981)=20143
order(6254,2564)=1203
order(45230,05234)=41230
order(51764,51764)=01234
order(39510,09513)=41230
order(16430,13460)=03214
order(95718,79581)=20143
order(87461,68147)=30421
order(8491,9814)=2031
order(82504,42085)=41302
order(4038,4380)=0231
order(59813,91385)=13420
order(1408,4810)=1302
order(26954,52694)=30124
order(138,183)=021
order(56893,93685)=34120
order(25498,42958)=20314
order(71690,61907)=21340
order(41287,42817)=02314
order(96280,26098)=21403
order(89625,29685)=31204
order(16708,68071)=14320
order(57941,59174)=02413
order(96014,41960)=43012
order(90856,08659)=12430
order(10273,13027)=04123
order(85174,51748)=12340
order(98723,78923)=21034
order(81956,85196)=03124
order(73149,97143)=40231
order(34127,34127)=01234
order(13906,19036)=02314
order(23807,70832)=43210
order(59083,95830)=10342
order(30592,23059)=40123
order(61830,30618)=34012
order(53249,52493)=02341
order(30428,28034)=34102
order(59368,85693)=40312
order(46518,85614)=42130
order(63295,39265)=13204
order(13067,06317)=23104
order(36897,87693)=24130
order(47031,01743)=24103
order(64785,84576)=31420
order(62907,72096)=41320
order(83496,36894)=14032
order(57203,57320)=01423
order(53108,05813)=30421
order(87406,80467)=03241
order(36109,63109)=10234
order(37016,70613)=12430
order(438,438)=012
order(4532,5423)=1032
order(89476,46897)=24013
order(4702,0274)=2310
order(69305,50936)=43120
order(62437,67243)=04123
order(35980,58903)=13240
order(83467,64837)=32014
order(63812,62813)=04231
order(61495,46195)=20134
order(12345,14523)=03412
order(94706,96407)=04132
order(50832,32580)=34021
order(6093,3960)=3201
order(54109,10954)=23401
order(9632,2639)=3120
order(70315,17503)=30412
order(92510,90125)=04312
order(78641,64178)=23401
order(15274,54127)=14023
order(12065,65201)=34120
order(24301,01423)=34102
order(40279,02479)=12034
order(73214,23741)=21043
order(92640,40692)=34201
order(23749,29374)=04123
order(98364,38649)=21340
order(28730,08327)=41302
order(26718,61827)=13402
order(59371,53197)=02413
order(32475,54723)=42310
order(83591,31958)=14320
order(19027,01792)=20413
order(28715,52871)=40123
order(13504,10534)=03214
order(46530,63540)=13204
order(68134,63841)=03142
order(78459,97458)=40231
order(32710,02137)=41302
order(50246,52604)=02413
order(63078,36870)=10432
order(25986,65829)=41302
order(38941,19483)=42310
order(4263,6423)=2013
order(83745,87354)=02143
order(6715,5176)=3210
order(18735,53178)=43021
order(50896,05986)=10324
order(86172,61278)=12430
order(71248,81472)=41302
order(98705,59870)=40123
order(73086,86037)=34210
order(14390,14390)=01234
order(51490,41509)=21043
order(85942,82954)=04213
order(12064,41062)=40231
order(2084,8024)=2103
order(53840,83054)=21403
order(86120,12680)=23104
order(72490,02749)=41023
order(41357,57314)=34210
order(75460,05764)=41032
order(15843,81345)=20431
order(51702,27501)=42031
order(12406,06421)=34210
order(37214,17243)=31240
order(17948,18794)=04123
order(79210,90127)=14320
order(81769,69187)=34102
order(12480,10842)=04321
order(65749,56974)=10423
order(49806,69804)=41230
order(98401,10489)=43210
order(27583,37528)=41203
order(76915,67159)=10342
order(61345,36145)=20134
order(94087,09847)=20314
order(92,29)=10
order(98730,80937)=14032
order(62419,21694)=13042
order(80326,20386)=31204
order(87692,78926)=10342
order(61879,96187)=40123
order(3607,7360)=3012
order(39705,30975)=03124
order(41657,65471)=23041
order(24357,52743)=30412
order(48706,47680)=02413
order(51346,35146)=20134
order(94853,84539)=21340
order(20741,04712)=13240
order(10964,46091)=43120
order(7539,7359)=0213
order(61470,61740)=01324
order(98345,38954)=21043
order(45721,72145)=23401
order(28946,92486)=20314
order(46397,74639)=40123
order(67291,27619)=21043
order(83096,98306)=30124
order(8405,8054)=0231
order(85267,87526)=04123
order(47925,24975)=30214
order(39784,89437)=31402
order(86230,08632)=40132
order(5901,5019)=0231
order(45067,64507)=30124
order(14053,04153)=21034
order(35081,03581)=20134
order(6297,9672)=2031
order(516,165)=120
order(61498,96481)=30241
order(51947,41597)=31024
order(96510,91506)=03241
order(67982,29867)=42301
order(21680,16082)=12430
order(63291,63192)=01432
order(81260,18206)=10243
order(94320,90432)=04123
order(93140,94103)=03241
order(2934,9234)=1023
order(98067,69078)=30241
order(54216,15642)=30412
order(26819,19268)=34012
order(84739,84397)=01342
order(50189,81059)=32104
order(93208,38902)=14032
order(7513,7351)=0312
order(87354,57348)=31240
order(95708,07859)=32410
order(3945,3495)=0213
order(3072,2037)=3102
order(26381,82136)=30421
order(69248,64892)=03412
order(63249,94362)=43102
order(31460,63410)=30214
order(50867,87560)=24031
order(7058,7085)=0132
order(89,98)=10
order(54923,93524)=24031
order(82154,81524)=02314
order(76942,26497)=41320
order(82706,72806)=21034
order(62870,82607)=21043
order(4352,2534)=3210
order(19548,91548)=10234
order(39817,18739)=32401
order(19264,61942)=30142
order(1826,1286)=0213
order(78314,47831)=40123
order(93527,29573)=30241
order(52816,61528)=43012
order(6820,8206)=1230
order(50628,26085)=32140
order(64071,14670)=41032
order(35710,30751)=04213
order(13856,58631)=32410
order(741,147)=210
order(59623,93562)=14023
order(89410,40819)=24031
order(75129,75129)=01234
order(80931,30819)=31042
order(86279,92786)=42301
order(93517,37195)=14302
order(20974,07924)=13204
order(21857,28175)=02143
order(63598,63895)=01432
order(15824,42815)=43201
order(91286,92816)=02314
order(54802,08254)=32401
order(85192,81952)=02314
order(78946,87946)=10234
order(12987,21897)=10324
order(63759,96753)=40231
order(86970,86970)=01234
order(56827,57826)=04231
order(96873,73968)=34012
order(34958,95348)=23014
order(24918,42189)=10342
order(45306,60354)=43210
order(30582,53820)=20341
order(8306,0638)=2310
order(32041,21304)=14023
order(8914,9814)=1023
order(19345,14395)=03214
order(28435,52483)=40213
order(13964,43169)=41032
order(24785,52478)=40123
order(25476,54627)=12403
order(78015,08517)=21430
order(26450,60425)=14203
order(34705,37540)=02413
order(46150,06541)=41302
order(30526,62350)=43021
order(4873,7483)=2013
order(29517,29157)=01324
order(4698,8649)=3102
order(16073,17036)=03241
order(21940,41209)=31042
order(57026,67052)=41203
order(81624,24681)=34201
order(15490,05149)=41023
order(92148,98124)=04213
order(1520,0215)=3201
order(41956,46519)=04312
order(62450,52064)=31402
order(14238,12348)=02314
order(84537,53478)=23140
order(46197,96417)=31024
order(91340,10394)=14203
order(17940,91704)=20143
order(16590,16950)=01324
order(82451,14825)=42013
order(83760,07368)=42130
order(68370,06873)=40132
order(49307,40379)=03241
order(60287,28607)=23014
order(9317,3197)=1203
order(20961,02691)=10324
order(28506,05682)=32410
order(65980,80596)=34120
order(62547,64527)=03214
order(75189,91578)=42103
order(9412,9124)=0231
order(48932,43829)=03142
order(64079,70946)=32410
order(87164,68147)=30241
order(35741,75341)=21034
order(45781,78154)=23410
order(61253,63125)=04123
order(63057,36075)=10243
order(70824,82470)=23401
order(53489,89453)=34201
order(58746,87645)=12430
order(68017,01678)=23041
order(9624,6492)=1302
order(3291,9213)=2130
order(85302,35082)=21304
order(85312,51823)=13042
order(96315,51936)=43021
order(3970,7309)=2031
order(41960,04961)=40231
order(58091,59180)=03412
order(52314,34251)=24103
order(76951,61957)=14230
order(32401,04132)=32401
order(20194,04921)=14302
order(54628,85246)=40312
order(28179,98172)=41230
order(69482,98642)=13024
order(68371,87163)=13402
order(96150,95106)=03241
order(95627,72659)=43210
order(16347,43617)=32104
order(7123,3721)=3021
order(5467,6754)=2301
order(23896,28693)=02431
order(24850,58204)=32041
order(26907,27609)=04132
order(35186,56138)=14203
order(25671,76125)=32401
order(89035,80953)=02143
order(2107,7012)=3210
order(1068,8160)=3021
order(89051,01859)=24031
order(29473,24793)=02314
order(23469,39426)=14203
order(94508,85049)=42310
order(67280,68027)=03421
order(24107,17402)=24130
order(38106,38601)=01432
order(91734,93174)=03124
order(69804,08694)=32014
order(65938,69358)=02314
order(63874,37864)=13204
order(35192,93215)=30421
order(45016,40561)=02143
order(980,908)=021
order(68207,76280)=40213
order(76194,61974)=12304
order(97562,92756)=04123
order(32418,23184)=10342
order(62349,94362)=43201
order(67439,67394)=01342
order(18236,31268)=30241
order(9378,8739)=3210
order(79142,42791)=34012
order(64297,74296)=41230
order(24361,34612)=21340
order(58236,35286)=30214
order(24961,41962)=14230
order(71263,21736)=21043
order(39017,31709)=03421
order(35819,35981)=01423
order(7548,5874)=1302
order(25793,95237)=31042
order(16830,36108)=31042
order(70259,75209)=03214
order(80759,98075)=40123
order(62530,35620)=32014
order(71506,07165)=30142
order(83619,63981)=21403
order(9513,3159)=3210
order(30571,10735)=41302
order(54781,17485)=42130
order(14098,09814)=23401
order(68403,30684)=43012
order(52461,52416)=01243
order(60173,30716)=41320
order(17394,14937)=04321
order(28739,29738)=04231
order(2561,1625)=3201
order(81943,94183)=23104
order(80627,62780)=23401
order(56782,26587)=41032
order(12705,71052)=20341
order(89401,41890)=24013
order(25149,19245)=24031
order(97382,23879)=42310
order(28714,18274)=31024
order(68932,26983)=40213
order(75924,79254)=02314
order(46259,59642)=34102
order(76348,68374)=14203
order(72934,43297)=43120
order(35276,37265)=03241
order(47521,41527)=04231
order(50972,09275)=12430
order(39528,25983)=32140
order(69732,92637)=14032
order(93021,93021)=01234
order(9758,8795)=3102
order(62583,53862)=24301
order(63528,23658)=31024
order(35286,23658)=20413
order(82976,82796)=01324
order(91354,14395)=14203
order(60835,63850)=03241
order(65714,56741)=10243
order(56739,93675)=43120
order(46317,67413)=14032
order(60928,82096)=43120
order(42308,34820)=20413
order(68297,76289)=40213
order(57608,80567)=43021
order(19482,28419)=43201
order(40691,04169)=10423
order(19584,85419)=32401
order(62473,46732)=20341
order(12486,86421)=34210
order(78304,30487)=23410
order(73846,64738)=43012
order(35718,78153)=24310
order(64150,40516)=14320
order(45603,05643)=31204
order(8510,8150)=0213
order(39085,93085)=10234
order(91205,15290)=14203
order(40621,64012)=20143
order(47520,72504)=13240
order(94172,41927)=12043
order(69532,96235)=10432
order(9068,6890)=2301
order(36782,23786)=40231
order(28014,04821)=24103
order(40532,42053)=04123
order(43856,48563)=02341
order(54306,60534)=43021
order(43720,20347)=34102
order(98641,61489)=24310
order(85109,81059)=02314
order(15982,25819)=41302
order(95462,25469)=41230
order(36207,02763)=32410
order(45260,60254)=34210
order(73916,17963)=30241
order(84735,87345)=02314
order(56028,80625)=42130
order(86012,60821)=12043
order(86503,56038)=21340
order(29043,34092)=43210
order(17506,75601)=12430
order(27049,29407)=04321
order(76013,60137)=12340
order(40237,02374)=12340
order(15270,07125)=43021
order(86954,98546)=20341
order(63125,56123)=40231
order(97128,17289)=21340
order(7594,5794)=1023
order(83759,89735)=04213
order(3947,7439)=3201
order(16054,51604)=30124
order(10235,03125)=13024
order(31860,01863)=41230
order(27149,27941)=01432
order(57823,32875)=43210
order(50918,59810)=02431
order(9176,6791)=3201
order(89012,89012)=01234
order(45986,54968)=10243
order(62708,27086)=12340
order(64528,85462)=42103
order(45397,57943)=14302
order(75849,54897)=13240
order(18036,36081)=34210
order(85914,45819)=41032
order(67810,81706)=23140
order(83712,32781)=14203
order(35486,45683)=21430
order(23759,27935)=02413
order(68512,68251)=01423
order(96183,39186)=40231
order(86745,48576)=30421
order(50298,85209)=40213
order(95417,94571)=02143
order(39871,98317)=12043
order(18264,62148)=32041
order(497,974)=120
order(70968,09867)=12430
order(50439,40395)=21340
order(29750,50792)=34210
order(98470,84709)=12340
order(9630,0639)=3120
order(75091,50917)=12340
order(61527,52716)=23410
order(1069,1690)=0231
order(45692,92654)=34210
order(62341,16234)=40123
order(21573,32715)=40312
order(53819,85931)=20413
order(26084,04682)=24130
order(71960,09617)=42310
order(19054,05194)=23014
order(205,250)=021
order(57302,27530)=41023
order(4152,4125)=0132
order(13748,47318)=32104
order(29873,38279)=42031
order(38205,50238)=43201
order(18354,34851)=24130
order(98245,48259)=31240
order(51608,10865)=13420
order(21364,16324)=13204
order(14509,05149)=32014
order(2416,4261)=1032
order(1562,6251)=2310
order(78032,73820)=03142
order(81932,28391)=40321
order(76249,94762)=43012
order(58169,65891)=30142
order(45319,59314)=14230
order(57328,32857)=23401
order(89437,84379)=02341
order(36912,31926)=03241
order(48516,56814)=24130
order(510,015)=210
order(51092,05921)=20341
order(69231,93126)=13420
order(75698,69857)=23410
order(65473,76453)=30214
order(48035,85043)=14203
order(71983,87931)=30241
order(1894,8149)=1032
order(67594,75469)=12403
order(18567,57168)=24031
order(69841,61498)=04312
order(54169,41569)=12034
order(92043,03924)=24013
order(36519,93165)=40312
order(49083,43908)=04123
order(31892,38192)=02134
order(54812,21584)=43021
order(69518,86519)=40231
order(81742,87142)=02134
order(35604,53640)=10243
order(30952,20359)=41032
order(91237,17392)=14302
order(9510,1509)=2130
order(27913,79132)=12340
order(7193,9713)=2013
order(74283,87234)=30241
order(98563,69853)=30124
order(94183,89413)=30124
order(35842,24853)=43210
order(58694,45968)=40321
order(7428,4782)=1032
order(69517,65917)=02134
order(61754,75641)=23041
order(58264,62845)=32140
order(2374,4237)=3012
order(40687,78406)=43012
order(17845,51748)=40132
order(50942,95240)=20431
order(21796,62791)=40231
order(872,287)=201
order(29784,72498)=20413
order(38749,84793)=13240
order(35821,12385)=43021
order(95218,21859)=23410
order(54832,82543)=24013
order(46719,64791)=10243
order(86310,03816)=42031
order(56832,28653)=42103
order(6238,6832)=0321
order(82756,68572)=40321
order(61389,89631)=34021
order(269,692)=120
order(26431,13246)=43021
order(82041,04218)=23140
order(9518,8195)=3201
order(49608,46809)=02431
order(16435,34561)=32410
order(64587,84756)=31420
order(38902,02389)=34012
order(790,790)=012
order(1609,1960)=0312
order(26908,26809)=01432
order(83147,14387)=23104
order(8439,4893)=1032
order(60923,39260)=42301
order(36827,87362)=24013
order(57618,75816)=10432
order(18659,65918)=23401
order(51439,35941)=30421
order(32195,12359)=21043
order(53210,51203)=03241
order(71592,72195)=04132
order(93074,47903)=43021
order(17386,37618)=21403
order(10725,25107)=34012
order(37920,29073)=32410
order(91627,27691)=34201
order(47156,46157)=04231
order(76532,72635)=04132
order(4056,0465)=1032
order(74318,47381)=10243
order(64791,79146)=23410
order(17058,05871)=23410
order(6708,6708)=0123
order(59314,34591)=24013
order(27591,19725)=43102
order(42708,40287)=03142
order(29107,27190)=04213
order(48061,48016)=01243
order(58361,68315)=31240
order(9064,4690)=3201
order(91365,31956)=21043
order(80396,36890)=24031
order(34709,40397)=13042
order(18572,57281)=23410
order(25819,29851)=04213
order(48396,34986)=20314
order(17023,03127)=24031
order(149,491)=120
order(47561,57461)=21034
order(42317,27143)=14302
